paper_id,year,score_centered,bandwidth,accepted,openalex_cited_by_count,in_year_specific_rdd_sample,openalex_matched
rJeU_1SFvr,2020,0.5,1.167,0.0,54.0,True,True
rJeW1yHYwH,2020,1.166666666666667,1.167,1.0,32.0,True,True
rJeXS04FPH,2020,-0.5,1.167,1.0,13.0,True,True
rJebgkSFDB,2020,1.166666666666667,1.167,0.0,12.0,True,True
rJecbgHtDH,2020,-0.833333333333333,1.167,0.0,12.0,True,True
rJehNT4YPr,2020,-0.833333333333333,1.167,1.0,9.0,True,True
rJel41BtDH,2020,-0.833333333333333,1.167,0.0,,True,False
rJeqeCEtvH,2020,1.166666666666667,1.167,1.0,15.0,True,True
rJg3zxBYwH,2020,-0.5,1.167,0.0,55.0,True,True
rJg46kHYwH,2020,-0.5,1.167,0.0,10.0,True,True
rJgD2ySFDr,2020,-0.5,1.167,0.0,1.0,True,True
rJgQkT4twH,2020,0.5,1.167,1.0,0.0,True,True
rJgRMkrtDr,2020,0.5,1.167,0.0,230.0,True,True
rJgUfTEYvH,2020,0.5,1.167,1.0,34.0,True,True
rJgVwTVtvS,2020,-0.5,1.167,0.0,7.0,True,True
rJgqMRVYvr,2020,0.5,1.167,1.0,21.0,True,True
rJgzzJHtDB,2020,0.833333333333333,1.167,1.0,35.0,True,True
rJl31TNYPr,2020,1.166666666666667,1.167,1.0,19.0,True,True
rJlNKCNtPB,2020,-0.5,1.167,0.0,14.0,True,True
rJlUt0EYwS,2020,0.833333333333333,1.167,1.0,17.0,True,True
rJld3hEYvS,2020,-0.5,1.167,1.0,0.0,True,True
rJljdh4KDH,2020,1.166666666666667,1.167,1.0,15.0,True,True
rJlnOhVYPS,2020,1.166666666666667,1.167,1.0,394.0,True,True
rJx0Q6EFPB,2020,0.1666666666666669,1.167,0.0,136.0,True,True
rJx1Na4Fwr,2020,0.1666666666666669,1.167,1.0,66.0,True,True
rJx4p3NYDB,2020,0.833333333333333,1.167,1.0,5.0,True,True
rJxAo2VYwr,2020,0.833333333333333,1.167,1.0,20.0,True,True
rJxBa1HFvS,2020,0.5,1.167,0.0,2.0,True,True
rJxGLlBtwH,2020,1.166666666666667,1.167,1.0,30.0,True,True
rJxWxxSYvB,2020,1.166666666666667,1.167,1.0,11.0,True,True
rJxcBpNKPr,2020,-0.5,1.167,0.0,0.0,True,True
rJxe3xSYDS,2020,0.1666666666666669,1.167,1.0,7.0,True,True
rJxok1BYPr,2020,-1.0,1.167,0.0,10.0,True,True
rke-f6NKvS,2020,0.5,1.167,1.0,4.0,True,True
rke2P1BFwS,2020,0.5,1.167,1.0,121.0,True,True
rke3TJrtPS,2020,0.5,1.167,1.0,81.0,True,True
rke7geHtwH,2020,0.5,1.167,1.0,48.0,True,True
rkeIIkHKvS,2020,0.833333333333333,1.167,1.0,73.0,True,True
rkeJRhNYDH,2020,1.166666666666667,1.167,1.0,182.0,True,True
rkeNfp4tPr,2020,-0.5,1.167,1.0,7.0,True,True
rkeNr6EKwB,2020,-0.5,1.167,0.0,33.0,True,True
rkeYL1SFvH,2020,-0.5,1.167,0.0,,True,False
rkecJ6VFvr,2020,-0.833333333333333,1.167,1.0,0.0,True,True
rkecl1rtwB,2020,0.0,1.167,1.0,158.0,True,True
rkenmREFDr,2020,-0.5,1.167,1.0,27.0,True,True
rkeuAhVKvB,2020,1.166666666666667,1.167,1.0,11.0,True,True
rkevSgrtPr,2020,1.0,1.167,1.0,9.0,True,True
rkezdaEtvH,2020,-0.5,1.167,0.0,52.0,True,True
rkg-TJBFPB,2020,1.166666666666667,1.167,1.0,34.0,True,True
rkg-mA4FDr,2020,-1.166666666666667,1.167,1.0,101.0,True,True
rkg1ngrFPr,2020,1.166666666666667,1.167,1.0,7.0,True,True
rkg6sJHYDr,2020,1.166666666666667,1.167,1.0,15.0,True,True
rkgAGAVKPr,2020,0.1666666666666669,1.167,1.0,73.0,True,True
rkgIW1HKPB,2020,-0.5,1.167,0.0,3.0,True,True
rkgKW64FPH,2020,-0.5,1.167,0.0,7.0,True,True
rkgMkCEtPB,2020,0.833333333333333,1.167,1.0,96.0,True,True
rkgO66VKDS,2020,1.166666666666667,1.167,1.0,296.0,True,True
rkgOlCVYvB,2020,-0.833333333333333,1.167,1.0,4.0,True,True
rkgU1gHtvr,2020,-0.5,1.167,1.0,0.0,True,True
rkgpv2VFvr,2020,0.5,1.167,1.0,62.0,True,True
rkgqN1SYvr,2020,0.1666666666666669,1.167,1.0,34.0,True,True
rkgt0REKwS,2020,0.5,1.167,1.0,83.0,True,True
rkgz2aEKDr,2020,0.5,1.167,1.0,608.0,True,True
rkl03ySYDH,2020,-0.25,1.167,1.0,44.0,True,True
rkl8dlHYvB,2020,0.1666666666666669,1.167,1.0,18.0,True,True
rklEj2EFvB,2020,1.166666666666667,1.167,1.0,16.0,True,True
rklFh34Kwr,2020,-0.5,1.167,0.0,16.0,True,True
rklTmyBKPH,2020,0.5,1.167,1.0,15.0,True,True
rklbKA4YDS,2020,1.166666666666667,1.167,1.0,15.0,True,True
rklk_ySYPB,2020,1.166666666666667,1.167,1.0,3.0,True,True
rklklCVYvB,2020,-1.0,1.167,0.0,51.0,True,True
rkllGyBFPH,2020,0.5,1.167,1.0,14.0,True,True
rklp93EtwH,2020,0.833333333333333,1.167,1.0,22.0,True,True
rkx3-04FwB,2020,-0.5,1.167,0.0,8.0,True,True
rkxDoJBYPB,2020,1.166666666666667,1.167,1.0,25.0,True,True
rkxNh1Stvr,2020,1.0,1.167,1.0,13.0,True,True
rkxs0yHFPH,2020,0.5,1.167,1.0,13.0,True,True
rkxtNaNKwr,2020,-0.5,1.167,0.0,26.0,True,True
rkxuWaVYDB,2020,-0.5,1.167,0.0,18.0,True,True
rkxxA24FDr,2020,0.1666666666666669,1.167,1.0,2.0,True,True
rye5YaEtPr,2020,0.1666666666666669,1.167,1.0,2.0,True,True
ryeEr0EFvS,2020,-0.833333333333333,1.167,0.0,7.0,True,True
ryeFY0EFwS,2020,0.833333333333333,1.167,1.0,21.0,True,True
ryeK6nNFDr,2020,-0.5,1.167,0.0,7.0,True,True
ryebG04YvB,2020,0.1666666666666669,1.167,1.0,,True,False
ryedqa4FwS,2020,-0.5,1.167,0.0,19.0,True,True
ryen_CEFwr,2020,-0.5,1.167,0.0,,True,False
ryenvpEKDr,2020,-0.5,1.167,1.0,49.0,True,True
ryg48p4tPH,2020,0.5,1.167,1.0,12.0,True,True
ryg7jhEtPB,2020,0.1666666666666669,1.167,0.0,5.0,True,True
ryg7vA4tPB,2020,-0.5,1.167,0.0,120.0,True,True
rygFWAEFwS,2020,-0.5,1.167,1.0,15.0,True,True
rygG4AVFvH,2020,-0.5,1.167,1.0,17.0,True,True
rygG7AEtvB,2020,-0.5,1.167,0.0,2.0,True,True
rygGQyrFvH,2020,0.5,1.167,1.0,1102.0,True,True
ryga2CNKDH,2020,-0.833333333333333,1.167,0.0,13.0,True,True
rygeHgSFDH,2020,1.166666666666667,1.167,1.0,48.0,True,True
rygf-kSYwH,2020,0.1666666666666669,1.167,1.0,36.0,True,True
rygfnn4twS,2020,0.25,1.167,1.0,22.0,True,True
rygwLgrYPB,2020,-0.5,1.167,1.0,8.0,True,True
ryl3ygHYDB,2020,0.5,1.167,1.0,17.0,True,True
rylBK34FDS,2020,0.5,1.167,1.0,13.0,True,True
rylHspEKPr,2020,-1.166666666666667,1.167,1.0,18.0,True,True
rylMgCNYvS,2020,-1.166666666666667,1.167,0.0,11.0,True,True
rylVHR4FPB,2020,0.5,1.167,1.0,3.0,True,True
rylXBkrYDS,2020,0.5,1.167,1.0,24.0,True,True
rylfl6VFDH,2020,-1.0,1.167,0.0,2.0,True,True
rylkma4twr,2020,-0.5,1.167,0.0,18.0,True,True
rylmoxrFDH,2020,-0.5,1.167,1.0,4.0,True,True
rylrdxHFDr,2020,0.1666666666666669,1.167,1.0,18.0,True,True
rylvYaNYDH,2020,0.1666666666666669,1.167,1.0,9.0,True,True
ryx1wRNFvB,2020,0.1666666666666669,1.167,1.0,6.0,True,True
ryx2wp4tvS,2020,-1.166666666666667,1.167,0.0,5.0,True,True
ryx6WgStPB,2020,0.1666666666666669,1.167,1.0,10.0,True,True
ryxC-kBYDS,2020,-1.166666666666667,1.167,0.0,,True,False
ryxC6kSYPr,2020,0.5,1.167,1.0,6.0,True,True
ryxF80NYwS,2020,-0.5,1.167,0.0,6.0,True,True
ryxK0JBtPr,2020,0.5,1.167,1.0,10.0,True,True
ryxOUTVYDH,2020,0.1666666666666669,1.167,1.0,9.0,True,True
ryxQuANKPB,2020,-0.5,1.167,1.0,13.0,True,True
ryxWIgBFPS,2020,0.833333333333333,1.167,1.0,122.0,True,True
ryxf9CEKDr,2020,-0.5,1.167,0.0,47.0,True,True
ryxgJTEYDr,2020,1.166666666666667,1.167,1.0,23.0,True,True
ryxn8RNtvr,2020,-0.5,1.167,0.0,37.0,True,True
ryxnJlSKvr,2020,-0.833333333333333,1.167,0.0,34.0,True,True
ryxnY3NYPS,2020,1.166666666666667,1.167,1.0,67.0,True,True
ryxz8CVYDH,2020,1.166666666666667,1.167,1.0,6.0,True,True
--gvHfE3Xf5,2021,0.25,1.15,1.0,5.0,True,True
--rcOeCKRh,2021,-0.75,1.15,0.0,4.0,True,True
-6vS_4Kfz0,2021,0.0,1.15,1.0,2.0,True,True
-GLNZeVDuik,2021,0.5,1.15,1.0,14.0,True,True
-Hs_otp2RB,2021,0.25,1.15,1.0,6.0,True,True
-IXhmY16R3M,2021,0.0,1.15,1.0,21.0,True,True
-Lr-u0b42he,2021,-0.25,1.15,1.0,2.0,True,True
-M0QkvBGTTq,2021,-0.4500000000000002,1.15,1.0,92.0,True,True
-N7PBXqOUJZ,2021,0.25,1.15,1.0,32.0,True,True
-ODN6SbiUU,2021,0.25,1.15,1.0,73.0,True,True
-Qaj4_O3cO,2021,-0.5,1.15,0.0,8.0,True,True
-QxT4mJdijq,2021,0.75,1.15,1.0,24.0,True,True
-TwO99rbVRu,2021,0.75,1.15,1.0,51.0,True,True
-WwaX9vKKt,2021,-0.5,1.15,0.0,3.0,True,True
-_Zp7r2-cGK,2021,0.25,1.15,1.0,0.0,True,True
-bdp_8Itjwp,2021,0.0,1.15,1.0,12.0,True,True
-bxf89v3Nx,2021,0.75,1.15,1.0,1.0,True,True
-gfhS00XfKj,2021,-0.25,1.15,1.0,7.0,True,True
-kfLEqppEm_,2021,-0.75,1.15,0.0,1.0,True,True
-mWcQVLPSPy,2021,-0.25,1.15,1.0,11.0,True,True
0-EYBhgw80y,2021,0.25,1.15,1.0,35.0,True,True
01olnfLIbD,2021,0.0,1.15,1.0,36.0,True,True
04ArenGOz3,2021,0.25,1.15,1.0,0.0,True,True
04cII6MumYV,2021,0.5499999999999998,1.15,1.0,55.0,True,True
068E_JSq9O,2021,0.5,1.15,1.0,4.0,True,True
09-528y2Fgf,2021,0.5,1.15,1.0,68.0,True,True
0F_OC_oROWb,2021,-0.25,1.15,0.0,4.0,True,True
0Hj3tFCSjUd,2021,-0.5,1.15,0.0,15.0,True,True
0IO5VdnSAaH,2021,0.25,1.15,1.0,4.0,True,True
0IOX0YcCdTn,2021,-0.583333333333333,1.15,1.0,28.0,True,True
0N8jUH4JMv6,2021,0.4166666666666669,1.15,1.0,0.0,True,True
0O_cQfw6uEh,2021,0.083333333333333,1.15,1.0,2.0,True,True
0OlrLvrsHwQ,2021,0.25,1.15,1.0,1.0,True,True
0PtUPB9z6qK,2021,-0.583333333333333,1.15,1.0,4.0,True,True
0SPUQoRMAvc,2021,-0.5,1.15,0.0,6.0,True,True
0XXpJ4OtjW,2021,1.083333333333333,1.15,1.0,19.0,True,True
0aW6lYOYB7d,2021,-0.25,1.15,1.0,2.0,True,True
0cmMMy8J5q,2021,-0.25,1.15,1.0,65.0,True,True
0fqoSxXBwI6,2021,-0.5,1.15,0.0,6.0,True,True
0oabwyZbOu,2021,0.25,1.15,1.0,23.0,True,True
0zvfm-nZqQs,2021,0.75,1.15,1.0,18.0,True,True
1-Mh-cWROZ,2021,-0.25,1.15,0.0,14.0,True,True
17VnwXYZyhH,2021,-0.25,1.15,1.0,19.0,True,True
193sEnKY1ij,2021,0.5,1.15,1.0,3.0,True,True
1AoMhc_9jER,2021,0.25,1.15,1.0,5.0,True,True
1Fqg133qRaI,2021,0.75,1.15,1.0,109.0,True,True
1FvkSpWosOl,2021,1.0,1.15,1.0,52.0,True,True
1GTma8HwlYp,2021,-0.5,1.15,1.0,5.0,True,True
1Jv6b0Zq3qi,2021,0.25,1.15,1.0,33.0,True,True
1NRMmEUyXMu,2021,-0.5,1.15,0.0,22.0,True,True
1OCTOShAmqB,2021,0.0,1.15,1.0,3.0,True,True
1P2KAvsE59b,2021,-0.75,1.15,0.0,9.0,True,True
1UtnrqVUeNE,2021,-0.25,1.15,0.0,0.0,True,True
1YLJDvSx6J4,2021,1.0,1.15,1.0,193.0,True,True
1dm_j4ciZp,2021,-0.25,1.15,0.0,0.0,True,True
1ibNKMp8SKc,2021,-0.916666666666667,1.15,0.0,38.0,True,True
1rxHOBjeDUW,2021,0.0,1.15,1.0,9.0,True,True
1s1T7xHc5l6,2021,-0.5,1.15,0.0,0.0,True,True
1toB0Fo9CZy,2021,-1.0,1.15,0.0,,True,False
1wtC_X12XXC,2021,-0.5,1.15,0.0,11.0,True,True
1yDrpckYHnN,2021,-0.75,1.15,0.0,8.0,True,True
23ZjUGpjcc,2021,0.0,1.15,1.0,26.0,True,True
27acGyyI1BY,2021,0.75,1.15,1.0,,True,False
2AL06y9cDE-,2021,0.5,1.15,1.0,1.0,True,True
2K5WDVL2KI,2021,0.25,1.15,0.0,2.0,True,True
2LiGI26kRdt,2021,-0.75,1.15,0.0,10.0,True,True
2VXyy9mIyU3,2021,0.4166666666666669,1.15,1.0,27.0,True,True
2_Z6MECjPEa,2021,-0.4500000000000002,1.15,0.0,22.0,True,True
2ioNazs6lvw,2021,-0.916666666666667,1.15,0.0,0.0,True,True
2m0g1wEafh,2021,1.0,1.15,1.0,2.0,True,True
33TBJachvOX,2021,-0.75,1.15,0.0,,True,False
33rtZ4Sjwjn,2021,0.0,1.15,1.0,12.0,True,True
37nvvqkCo5,2021,1.0,1.15,1.0,52.0,True,True
3Aoft6NWFej,2021,1.0,1.15,1.0,14.0,True,True
3LujMJM9EMp,2021,-0.75,1.15,0.0,6.0,True,True
3RLN4EPMdYd,2021,-0.25,1.15,1.0,8.0,True,True
3T9iFICe0Y9,2021,0.083333333333333,1.15,1.0,6.0,True,True
3Wp8HM2CNdR,2021,-0.5,1.15,0.0,43.0,True,True
3X64RLgzY6O,2021,0.083333333333333,1.15,1.0,1.0,True,True
3ZeGLibhFo0,2021,-0.5,1.15,0.0,19.0,True,True
3c3EhwbKoXw,2021,-0.916666666666667,1.15,0.0,0.0,True,True
3hGNqpI4WS,2021,0.5,1.15,1.0,50.0,True,True
3jjmdp7Hha,2021,0.25,1.15,1.0,2.0,True,True
3k20LAiHYL2,2021,0.5,1.15,1.0,13.0,True,True
3q5IqUrkcF,2021,0.083333333333333,1.15,1.0,5.0,True,True
3rRgu7OGgBI,2021,-1.0,1.15,0.0,13.0,True,True
3tFAs5E-Pe,2021,0.25,1.15,1.0,10.0,True,True
42kiJ7n_8xO,2021,0.5499999999999998,1.15,1.0,4.0,True,True
43VKWxg_Sqr,2021,0.75,1.15,1.0,4.0,True,True
45NZvF1UHam,2021,0.4166666666666669,1.15,1.0,1.0,True,True
45uOPa46Kh,2021,0.0,1.15,1.0,2.0,True,True
49V11oUejQ,2021,-1.0,1.15,0.0,3.0,True,True
49mMdsxkPlD,2021,-1.0,1.15,0.0,5.0,True,True
4D4Rjrwaw3q,2021,0.5,1.15,0.0,,True,False
4I5THWNSjC,2021,-0.916666666666667,1.15,0.0,1.0,True,True
4P35MfnBQIY,2021,-0.75,1.15,0.0,2.0,True,True
4RbdgBh9gE,2021,0.0,1.15,1.0,4.0,True,True
4T489T4yav,2021,0.4166666666666669,1.15,1.0,0.0,True,True
4YzI0KpRQtZ,2021,-0.75,1.15,0.0,2.0,True,True
4c0J6lwQ4_,2021,0.5,1.15,1.0,23.0,True,True
4dXmpCDGNp7,2021,0.5,1.15,1.0,15.0,True,True
4qR3coiNaIv,2021,0.25,1.15,1.0,11.0,True,True
4rsTcjH7co,2021,-0.25,1.15,0.0,10.0,True,True
4xzY5yod28y,2021,-1.0499999999999998,1.15,0.0,5.0,True,True
5FRJWsiLRmA,2021,-0.583333333333333,1.15,0.0,0.0,True,True
5L8XMh667qz,2021,-0.583333333333333,1.15,0.0,0.0,True,True
5NA1PinlGFu,2021,0.0,1.15,1.0,5.0,True,True
5Y21V0RDBV,2021,0.0,1.15,1.0,,True,False
5jRVa89sZk,2021,0.25,1.15,1.0,7.0,True,True
5jzlpHvvRk,2021,-0.25,1.15,1.0,16.0,True,True
5lhWG3Hj2By,2021,-0.25,1.15,1.0,12.0,True,True
5m3SEczOV8L,2021,0.75,1.15,1.0,7.0,True,True
5mhViEOQxaV,2021,-0.916666666666667,1.15,0.0,22.0,True,True
5wmNjjvGOXh,2021,-0.25,1.15,0.0,12.0,True,True
60j5LygnmD,2021,0.25,1.15,1.0,4.0,True,True
66H4g_OHdnl,2021,-0.5,1.15,0.0,14.0,True,True
69EFStdgTD2,2021,-1.0,1.15,0.0,39.0,True,True
6BRLOfrMhW,2021,0.4166666666666669,1.15,1.0,4.0,True,True
6DOZ8XNNfGN,2021,0.75,1.15,1.0,2.0,True,True
6FtFPKw8aLj,2021,0.5,1.15,0.0,9.0,True,True
6NFBvWlRXaG,2021,0.75,1.15,1.0,22.0,True,True
6Tm1mposlrM,2021,1.0,1.15,1.0,104.0,True,True
6UdQLhqJyFD,2021,0.0,1.15,1.0,36.0,True,True
6VhmvP7XZue,2021,-0.25,1.15,0.0,48.0,True,True
6X_32jLUaDg,2021,-0.75,1.15,0.0,5.0,True,True
6YEQUn0QICG,2021,-0.25,1.15,1.0,77.0,True,True
6isfR3JCbi,2021,0.75,1.15,1.0,11.0,True,True
6k7VdojAIK,2021,-0.25,1.15,1.0,9.0,True,True
6puCSjH3hwA,2021,0.75,1.15,1.0,37.0,True,True
6puUoArESGp,2021,-0.75,1.15,1.0,8.0,True,True
6s7ME_X5_Un,2021,1.0,1.15,1.0,4.0,True,True
6t_dLShIUyZ,2021,-0.25,1.15,1.0,7.0,True,True
6xHJ37MVxxp,2021,0.4166666666666669,1.15,1.0,41.0,True,True
71zCSP_HuBN,2021,-0.5,1.15,1.0,3.0,True,True
76M3pxkqRl,2021,-0.75,1.15,0.0,,True,False
784_F-WCW46,2021,-0.6500000000000004,1.15,0.0,14.0,True,True
7EDgLu9reQD,2021,1.0,1.15,1.0,5.0,True,True
7FNqrcPtieT,2021,-0.25,1.15,1.0,16.0,True,True
7IDIy7Jb00l,2021,-0.25,1.15,0.0,9.0,True,True
7R7fAoUygoa,2021,0.5,1.15,1.0,48.0,True,True
7TBP8k7TLFA,2021,-0.583333333333333,1.15,0.0,6.0,True,True
7YctWnyhjpL,2021,-0.583333333333333,1.15,0.0,,True,False
7aL-OtQrBWD,2021,0.083333333333333,1.15,1.0,3.0,True,True
7aogOj_VYO0,2021,0.5,1.15,1.0,28.0,True,True
7dpmlkBuJFC,2021,0.083333333333333,1.15,1.0,16.0,True,True
7pgFL2Dkyyy,2021,0.0,1.15,1.0,9.0,True,True
7qmQNB6Wn_B,2021,-1.0,1.15,0.0,10.0,True,True
7t1FcJUWhi3,2021,0.083333333333333,1.15,1.0,1.0,True,True
7uVcpu-gMD,2021,0.25,1.15,1.0,13.0,True,True
7wCBOfJ8hJM,2021,-0.75,1.15,1.0,19.0,True,True
84gjULz1t5,2021,0.75,1.15,1.0,12.0,True,True
87ZwsaQNHPZ,2021,0.75,1.15,1.0,11.0,True,True
88_MfcJoJlS,2021,-0.916666666666667,1.15,0.0,2.0,True,True
8CCwiOHx_17,2021,-0.75,1.15,0.0,5.0,True,True
8E1-f3VhX1o,2021,0.25,1.15,1.0,114.0,True,True
8HhkbjrWLdE,2021,0.5,1.15,1.0,4.0,True,True
8Ln-Bq0mZcy,2021,0.5,1.15,1.0,33.0,True,True
8Sqhl-nF50,2021,0.0,1.15,1.0,6.0,True,True
8VXvj1QNRl1,2021,-0.5,1.15,1.0,12.0,True,True
8X2eaSZxTP,2021,0.25,1.15,1.0,3.0,True,True
8bZC3CyF-f7,2021,0.0,1.15,0.0,,True,False
8cpHIfgY4Dj,2021,-0.583333333333333,1.15,1.0,9.0,True,True
8e6BrwU6AjQ,2021,0.25,1.15,1.0,15.0,True,True
8nXkyH2_s6,2021,-0.25,1.15,0.0,1.0,True,True
8nl0k08uMi,2021,0.083333333333333,1.15,1.0,21.0,True,True
8pz6GXZ3YT,2021,-0.5,1.15,0.0,2.0,True,True
8qDwejCuCN,2021,0.25,1.15,1.0,32.0,True,True
8qsqXlyn-Lp,2021,-1.0,1.15,0.0,0.0,True,True
8wa7HrUsElL,2021,-0.75,1.15,0.0,,True,False
8wqCDnBmnrT,2021,0.75,1.15,1.0,2.0,True,True
8xLkv08d70T,2021,-0.5,1.15,1.0,3.0,True,True
8xeBUgD8u9,2021,0.4166666666666669,1.15,1.0,13.0,True,True
8yKEo06dKNo,2021,0.75,1.15,1.0,21.0,True,True
9EKHN1jOlA,2021,0.5,1.15,1.0,2.0,True,True
9EsrXMzlFQY,2021,0.75,1.15,1.0,5.0,True,True
9FWas6YbmB3,2021,-0.25,1.15,1.0,7.0,True,True
9G5MIc-goqB,2021,0.4166666666666669,1.15,1.0,1.0,True,True
9GsFOUyUPi,2021,0.4166666666666669,1.15,1.0,40.0,True,True
9ITXiTrAoT,2021,0.75,1.15,1.0,,True,False
9OHFhefeB86,2021,1.0,1.15,1.0,5.0,True,True
9QLRCVysdlO,2021,0.25,1.15,1.0,10.0,True,True
9SS69KwomAM,2021,-1.0,1.15,1.0,8.0,True,True
9Y7_c5ZAd5i,2021,-0.25,1.15,0.0,6.0,True,True
9YlaeLfuhJF,2021,1.0,1.15,1.0,45.0,True,True
9l0K4OM-oXE,2021,0.5,1.15,1.0,139.0,True,True
9p2ekP904Rs,2021,-0.25,1.15,1.0,41.0,True,True
9r30XCjf5Dt,2021,0.0,1.15,1.0,14.0,True,True
9t0CV2iD5gE,2021,-0.75,1.15,0.0,7.0,True,True
9uvhpyQwzM_,2021,-0.25,1.15,1.0,18.0,True,True
9xC2tWEwBD,2021,-0.25,1.15,1.0,18.0,True,True
9y4qOAIfA9r,2021,0.0,1.15,0.0,19.0,True,True
A2gNouoXE7,2021,0.4166666666666669,1.15,1.0,8.0,True,True
A5VV3UyIQz,2021,0.083333333333333,1.15,1.0,94.0,True,True
AAes_3W-2z,2021,0.5,1.15,1.0,4.0,True,True
ADWd4TJO13G,2021,0.5499999999999998,1.15,1.0,11.0,True,True
AHOs7Sm5H7R,2021,0.5,1.15,1.0,13.0,True,True
AHm3dbp7D1D,2021,0.4166666666666669,1.15,1.0,74.0,True,True
AICNpd8ke-m,2021,0.083333333333333,1.15,1.0,12.0,True,True
AJY3fGPF1DC,2021,-0.25,1.15,0.0,0.0,True,True
AMoDLAx6GCC,2021,-0.5,1.15,0.0,5.0,True,True
ARQAdp7F8OQ,2021,-0.75,1.15,0.0,,True,False
ATp1nW2FuZL,2021,-0.25,1.15,1.0,4.0,True,True
AVKFuhH1Fo4,2021,-0.5,1.15,0.0,2.0,True,True
AY8zfZm0tDd,2021,0.5,1.15,1.0,26.0,True,True
AhElGnhU2BV,2021,0.25,1.15,1.0,1.0,True,True
Ao2-JgYxuQf,2021,-0.916666666666667,1.15,0.0,2.0,True,True
B5VvQrI49Pa,2021,0.0,1.15,1.0,0.0,True,True
B7v4QMR6Z9w,2021,1.0,1.15,1.0,114.0,True,True
B8fp0LVMHa,2021,-0.75,1.15,0.0,7.0,True,True
B9t708KMr9d,2021,-0.75,1.15,0.0,102.0,True,True
BUlyHkzjgmA,2021,0.25,1.15,1.0,0.0,True,True
BVSM0x3EDK6,2021,0.0,1.15,1.0,16.0,True,True
BXewfAYMmJw,2021,0.0,1.15,1.0,29.0,True,True
BbNIbVPJ-42,2021,0.5,1.15,1.0,73.0,True,True
BfayGoTV4iQ,2021,0.0,1.15,0.0,4.0,True,True
BntruCi1uvF,2021,-0.75,1.15,0.0,0.0,True,True
Bpw_O132lWT,2021,-0.75,1.15,0.0,8.0,True,True
BtZhsSGNRNi,2021,-0.583333333333333,1.15,1.0,7.0,True,True
C0qJUx5dxFb,2021,0.25,1.15,1.0,,True,False
CBmJwzneppz,2021,-0.25,1.15,1.0,54.0,True,True
CF-ZIuSMXRz,2021,0.75,1.15,1.0,0.0,True,True
CGFN_nV1ql,2021,-0.5,1.15,0.0,73.0,True,True
CGQ6ENUMX6,2021,0.25,1.15,1.0,5.0,True,True
CHLhSw9pSw8,2021,-0.25,1.15,1.0,1.0,True,True
CLnj31GZ4cI,2021,-0.5,1.15,0.0,134.0,True,True
CMsvjAnW1zE,2021,-0.75,1.15,0.0,6.0,True,True
CNA6ZrpNDar,2021,0.0,1.15,0.0,2.0,True,True
CR1XOQ0UTh-,2021,0.25,1.15,1.0,37.0,True,True
CYHMIhbuLFl,2021,-1.0,1.15,0.0,2.0,True,True
CZ8Y3NzuVzO,2021,0.25,1.15,1.0,92.0,True,True
C_p3TDhOXW_,2021,-0.916666666666667,1.15,0.0,0.0,True,True
Cb54AMqHQFP,2021,0.0,1.15,1.0,17.0,True,True
ClZ4IcqnFXB,2021,-0.75,1.15,0.0,8.0,True,True
Cnon5ezMHtu,2021,-0.25,1.15,1.0,51.0,True,True
D2TE6VTJG9,2021,-0.25,1.15,0.0,51.0,True,True
D51irFX8UOG,2021,0.0,1.15,0.0,8.0,True,True
D9I3drBz4UC,2021,1.0,1.15,1.0,30.0,True,True
DAaaaqPv9-q,2021,-0.25,1.15,0.0,28.0,True,True
DEa4JdMWRHp,2021,-0.25,1.15,1.0,27.0,True,True
DHSNrGhAY7W,2021,-0.25,1.15,0.0,29.0,True,True
DILxQP08O3B,2021,-0.25,1.15,1.0,36.0,True,True
DM6KlL7GeB,2021,-0.25,1.15,0.0,0.0,True,True
DNl5s5BXeBn,2021,0.0,1.15,1.0,11.0,True,True
D_KeYoqCYC,2021,0.083333333333333,1.15,1.0,2.0,True,True
Db4yerZTYkz,2021,-0.25,1.15,1.0,5.0,True,True
DiQD7FWL233,2021,0.083333333333333,1.15,1.0,0.0,True,True
DktZb97_Fx,2021,0.75,1.15,1.0,15.0,True,True
Dmpi13JiqcX,2021,-0.75,1.15,0.0,0.0,True,True
Drynvt7gg4L,2021,0.0,1.15,1.0,79.0,True,True
Du7s5ukNKz,2021,-0.25,1.15,0.0,6.0,True,True
E3UZoJKHxuk,2021,-1.0,1.15,0.0,10.0,True,True
E3Ys6a1NTGT,2021,0.083333333333333,1.15,1.0,23.0,True,True
E4PK0rg2eP,2021,-0.5,1.15,0.0,23.0,True,True
E8fmaZwzEj,2021,-0.25,1.15,0.0,3.0,True,True
EGVxmJKLC2L,2021,-0.5,1.15,0.0,1.0,True,True
EGdFhBzmAwB,2021,0.5,1.15,1.0,14.0,True,True
EKV158tSfwv,2021,0.25,1.15,1.0,29.0,True,True
EKb4Z0aSNf,2021,-1.0,1.15,0.0,2.0,True,True
EMHoBG0avc1,2021,0.5,1.15,1.0,18.0,True,True
EQfpYwF3-b,2021,-0.916666666666667,1.15,1.0,0.0,True,True
ESG-DMKQKsD,2021,-0.25,1.15,1.0,6.0,True,True
ETBc_MIMgoX,2021,0.25,1.15,1.0,48.0,True,True
EXkD6ZjvJQQ,2021,0.083333333333333,1.15,0.0,6.0,True,True
Ec85b0tUwbA,2021,0.75,1.15,1.0,2.0,True,True
