paper_id,method,s2_citations,s2_title,title_sim,s2_year,s2_venue
r1g87C4KwB,arxiv_batch,203,The Break-Even Point on Optimization Trajectories of Deep Neural Networks,1.000,2020,International Conference on Learning Representations
r1g6ogrtDr,arxiv_batch,25,Co-Attentive Equivariant Neural Networks: Focusing Equivariance On Transformations Co-Occurring In Data,1.000,2019,International Conference on Learning Representations
r1evOhEKvH,arxiv_batch,32,Graph Inference Learning for Semi-supervised Classification,1.000,2020,International Conference on Learning Representations
r1eiu2VtwH,arxiv_batch,430,Neural Oblivious Decision Ensembles for Deep Learning on Tabular Data,1.000,2019,International Conference on Learning Representations
r1ecqn4YwB,arxiv_batch,1673,N-BEATS: Neural basis expansion analysis for interpretable time series forecasting,1.000,2019,International Conference on Learning Representations
r1eVX0EFvH,arxiv_batch,48,Exploiting Excessive Invariance caused by Norm-Bounded Adversarial Robustness,1.000,2019,arXiv.org
r1eQeCEYwB,arxiv_batch,3,Graph Analysis and Graph Pooling in the Spatial Domain,1.000,2019,arXiv.org
r1e9GCNKvH,arxiv_batch,,,,,
r1e0G04Kvr,arxiv_batch,,,,,
SyxrxR4KPS,arxiv_batch,80,Deep neuroethology of a virtual rodent,1.000,2019,International Conference on Learning Representations
Syxp-1HtvB,arxiv_batch,216,Semantic Hierarchy Emerges in Deep Generative Representations for Scene Synthesis,0.976,2019,International Journal of Computer Vision
SyxV9ANFDH,arxiv_batch,98,Economy Statistical Recurrent Units For Inferring Nonlinear Granger Causality,1.000,2019,International Conference on Learning Representations
SyxS0T4tvS,arxiv_batch,30385,RoBERTa: A Robustly Optimized BERT Pretraining Approach,1.000,2019,arXiv.org
SyxL2TNtvr,arxiv_batch,89,Unsupervised Model Selection for Variational Disentangled Representation Learning,1.000,2019,International Conference on Learning Representations
Syx7A3NFvH,arxiv_batch,144,Multi-agent Reinforcement Learning for Networked System Control,1.000,2020,International Conference on Learning Representations
Syx4wnEtvH,arxiv_batch,1221,Large Batch Optimization for Deep Learning: Training BERT in 76 minutes,1.000,2019,International Conference on Learning Representations
Syx1DkSYwB,arxiv_batch,25,Variance Reduction with Sparse Gradients,1.000,2020,International Conference on Learning Representations
SylzhkBtDB,arxiv_batch,188,Understanding and Improving Information Transfer in Multi-Task Learning,1.000,2020,International Conference on Learning Representations
SylpBgrKPH,arxiv_batch,14,MissDeepCausal: Causal Inference from Incomplete Data Using Deep Latent Variable Models,1.000,2020,arXiv.org
SyljQyBFDH,arxiv_batch,,,,,
Sylgsn4Fvr,arxiv_batch,,,,,
SylVJTNKDr,arxiv_batch,3,Information Minimization In Emergent Languages,0.864,2019,arXiv.org
SylUiREKvB,arxiv_batch,3,Variational Hyper RNN for Sequence Modeling,1.000,2019,arXiv.org
SylR6n4tPS,arxiv_batch,10,Learning to Generate Grounded Image Captions without Localization Supervision,0.955,2019,arXiv.org
SylR-CEKDS,arxiv_batch,11,Modeling question asking using neural program generation,1.000,2019,Annual Meeting of the Cognitive Science Society
SylOlp4FvH,arxiv_batch,141,V-MPO: On-Policy Maximum a Posteriori Policy Optimization for Discrete and Continuous Control,1.000,2019,International Conference on Learning Representations
SylO2yStDr,arxiv_batch,726,Reducing Transformer Depth on Demand with Structured Dropout,1.000,2019,International Conference on Learning Representations
SylGpT4FPS,arxiv_batch,75,Last-iterate convergence rates for min-max optimization,1.000,2019,arXiv.org
Syl5o2EFPB,arxiv_batch,3,Learning Compact Reward for Image Captioning,1.000,2020,arXiv.org
SygpC6Ntvr,arxiv_batch,92,Minimizing FLOPs to Learn Efficient Sparse Representations,1.000,2020,International Conference on Learning Representations
SygfNCEYDH,arxiv_batch,13,Weakly-supervised Knowledge Graph Alignment with Adversarial Learning,1.000,2019,arXiv.org
SygcCnNKwr,arxiv_batch,420,Measuring Compositional Generalization: A Comprehensive Method on Realistic Data,1.000,2019,International Conference on Learning Representations
SygagpEKwB,arxiv_batch,128,Disentangling Factors of Variation Using Few Labels,0.990,2019,arXiv.org
SygXPaEYvH,arxiv_batch,,,,,
SygWvAVFPr,arxiv_batch,134,Neural Module Networks for Reasoning over Text,1.000,2019,International Conference on Learning Representations
SygKyeHKDH,arxiv_batch,97,Making Efficient Use of Demonstrations to Solve Hard Exploration Problems,1.000,2019,International Conference on Learning Representations
Syg6jTNtDH,arxiv_batch,28,Learning Numeral Embedding,1.000,2019,Findings
SyevYxHtDB,arxiv_batch,199,Prediction Poisoning: Towards Defenses Against DNN Model Stealing Attacks,1.000,2019,International Conference on Learning Representations
SyevDaVYwr,arxiv_batch,131,Confidence Scores Make Instance-dependent Label-noise Learning Possible,1.000,2019,International Conference on Machine Learning
Syee1pVtDS,arxiv_batch,83,Distributed Online Optimization With Long-Term Constraints,1.000,2019,IEEE Transactions on Automatic Control
Sye_OgHFwH,arxiv_batch,180,Unrestricted Adversarial Examples via Semantic Manipulation,1.000,2019,International Conference on Learning Representations
SyeD0RVtvS,arxiv_batch,134,DeepSFM: Structure From Motion Via Deep Bundle Adjustment,1.000,2019,European Conference on Computer Vision
Sye57xStvB,arxiv_batch,360,Never Give Up: Learning Directed Exploration Strategies,1.000,2020,International Conference on Learning Representations
Sye0XkBKvS,arxiv_batch,58,SNODE: Spectral Discretization of Neural ODEs for System Identification,1.000,2019,International Conference on Learning Representations
SkxxtgHKPS,arxiv_batch,95,On Generalization Error Bounds of Noisy Gradient Methods for Non-Convex Learning,1.000,2019,International Conference on Learning Representations
Skxw-REFwS,arxiv_batch,41,Unsupervised Progressive Learning and the STAM Architecture,1.000,2019,International Joint Conference on Artificial Intelligence
Skxuk1rFwB,arxiv_batch,393,Towards Stable and Efficient Training of Verifiably Robust Neural Networks,1.000,2019,International Conference on Learning Representations
SkxpxJBKwS,arxiv_batch,767,Emergent Tool Use From Multi-Agent Autocurricula,1.000,2019,International Conference on Learning Representations
Skxd6gSYDS,arxiv_batch,88,Query-efficient Meta Attack to Deep Neural Networks,1.000,2019,International Conference on Learning Representations
SkxcZCNKDS,arxiv_batch,66,If MaxEnt RL is the Answer; What is the Question?,1.000,2019,arXiv.org
SkxaueHFPB,arxiv_batch,35,Implicit competitive regularization in GANs,1.000,2019,International Conference on Machine Learning
SkxW23NtPH,arxiv_batch,44,GDP: Generalized Device Placement for Dataflow Graphs,1.000,2019,arXiv.org
SkxSv6VFvS,arxiv_batch,,,,,
SkxQp1StDH,arxiv_batch,6,Low-dimensional statistical manifold embedding of directed graphs,1.000,2019,International Conference on Learning Representations
SkxLFaNKwB,arxiv_batch,36,Computation Reallocation for Object Detection,1.000,2019,International Conference on Learning Representations
SkxJ8REYPH,arxiv_batch,224,SlowMo: Improving Communication-Efficient Distributed SGD with Slow Momentum,1.000,2019,International Conference on Learning Representations
SkxBUpEKwH,arxiv_batch,42,Vid2Game: Controllable Characters Extracted from Real-World Videos,1.000,2019,International Conference on Learning Representations
Skx82ySYPH,arxiv_batch,41,Neural Outlier Rejection for Self-Supervised Keypoint Learning,1.000,2019,International Conference on Learning Representations
Skltqh4KvB,arxiv_batch,15,Are there any 'object detectors' in the hidden layers of CNNs trained to identify objects or scenes?,1.000,2020,Vision Research
SkloDJSFPH,arxiv_batch,0,Neural Approximation of an Auto-Regressive Process through Confidence Guided Sampling,1.000,2019,arXiv.org
Skln2A4YDB,arxiv_batch,96,Model-Augmented Actor-Critic: Backpropagating through Paths,1.000,2020,International Conference on Learning Representations
SklkDkSFPB,arxiv_batch,48,BlockSwap: Fisher-guided Block Substitution for Network Compression on a Budget,1.000,2019,International Conference on Learning Representations
Sklgs0NFvr,arxiv_batch,660,Learning the Difference that Makes a Difference with Counterfactually-Augmented Data,1.000,2019,International Conference on Learning Representations
Sklf1yrYDr,arxiv_batch,584,BatchEnsemble: An Alternative Approach to Efficient Ensemble and Lifelong Learning,1.000,2020,International Conference on Learning Representations
SklTQCNtvS,arxiv_batch,262,Sign-OPT: A Query-Efficient Hard-label Adversarial Attack,1.000,2019,International Conference on Learning Representations
SklSQgHFDS,arxiv_batch,,,,,
SklOUpEYvB,arxiv_batch,15,Identifying through Flows for Recovering Latent Representations,1.000,2019,International Conference on Learning Representations
SklM1xStPB,arxiv_batch,28,Copy that! Editing Sequences by Copying Spans,1.000,2020,AAAI Conference on Artificial Intelligence
SklKcRNYDH,arxiv_batch,,,,,
SklGryBtwr,arxiv_batch,111,Environmental drivers of systematicity and generalization in a situated agent,1.000,2019,International Conference on Learning Representations
SklD9yrFPS,arxiv_batch,261,Neural Tangents: Fast and Easy Infinite Neural Networks in Python,1.000,2019,International Conference on Learning Representations
Skl8EkSFDr,arxiv_batch,9,Self-Supervised GAN Compression,1.000,2019,arXiv.org
Skl3SkSKDr,arxiv_batch,58,Generating valid Euclidean distance matrices,1.000,2019,arXiv.org
Skgy464Kvr,arxiv_batch,77,Detecting and Diagnosing Adversarial Images with Class-Conditional Capsule Reconstructions,1.000,2019,International Conference on Learning Representations
Skgxcn4YDS,arxiv_batch,254,LAMOL: LAnguage MOdeling for Lifelong Language Learning,1.000,2019,International Conference on Learning Representations
SkgscaNYPS,arxiv_batch,39,The asymptotic spectrum of the Hessian of DNN throughout training,1.000,2019,International Conference on Learning Representations
SkgsACVKPH,arxiv_batch,769,Picking Winning Tickets Before Training by Preserving Gradient Flow,1.000,2020,International Conference on Learning Representations
SkgpBJrtvS,arxiv_batch,1369,Contrastive Representation Distillation,1.000,2019,International Conference on Learning Representations
Skgeip4FPr,arxiv_batch,43,Neural networks are a priori biased towards Boolean functions with low entropy,1.000,2019,arXiv.org
SkgbmyHFDS,arxiv_batch,,,,,
SkgKO0EtvS,arxiv_batch,201,Neural Execution of Graph Algorithms,1.000,2019,International Conference on Learning Representations
SkgGjRVKDS,arxiv_batch,42,Towards Stabilizing Batch Statistics in Backward Propagation of Batch Normalization,1.000,2020,International Conference on Learning Representations
SkgGCkrKvH,arxiv_batch,272,Decentralized Deep Learning with Arbitrary Communication Compression,1.000,2019,International Conference on Learning Representations
SkgC6TNFvr,arxiv_batch,128,Reinforced active learning for image segmentation,1.000,2020,International Conference on Learning Representations
Skg9aAEKwH,arxiv_batch,23,Visual Hide and Seek,1.000,2019,IEEE Symposium on Artificial Life
SkeyppEFvS,arxiv_batch,,,,,
SkexNpNFwS,arxiv_batch,50,Potential Flow Generator With L2 Optimal Transport Regularity for Generative Models,1.000,2019,IEEE Transactions on Neural Networks and Learning Systems
SkeuexBtDr,arxiv_batch,94,Learning from Rules Generalizing Labeled Exemplars,1.000,2020,International Conference on Learning Representations
Skep6TVYDB,arxiv_batch,89,Gradientless Descent: High-Dimensional Zeroth-Order Optimization,1.000,2019,International Conference on Learning Representations
Skeh1krtvH,arxiv_batch,133,WaveFlow: A Compact Flow-based Model for Raw Audio,1.000,2019,International Conference on Machine Learning
SkeYUkStPr,arxiv_batch,10,Deep Lifetime Clustering,1.000,2019,arXiv.org
SkeHuCVFDr,arxiv_batch,9030,BERTScore: Evaluating Text Generation with BERT,1.000,2019,International Conference on Learning Representations
SkeGvaEtPr,arxiv_batch,57,Neural Markov Logic Networks,1.000,2019,Conference on Uncertainty in Artificial Intelligence
SkeFl1HKwr,arxiv_batch,48,Empirical Studies on the Properties of Linear Regions in Deep Neural Networks,1.000,2020,International Conference on Learning Representations
SkeAaJrKDS,arxiv_batch,53,Combining Q-Learning and Search with Amortized Value Estimates,1.000,2019,International Conference on Learning Representations
SJxrKgStDH,arxiv_batch,154,SCALOR: Generative World Models with Scalable Object Representations,1.000,2019,International Conference on Learning Representations
SJxhNTNYwB,arxiv_batch,,,,,
SJxbHkrKDH,arxiv_batch,97,Evolutionary Population Curriculum for Scaling Multi-Agent Reinforcement Learning,1.000,2020,International Conference on Learning Representations
SJxZnR4YvB,arxiv_batch,7,Distributed Bandit Learning: How Much Communication is Needed to Achieve (Near) Optimal Regret,0.554,2019,arXiv.org
SJxSOJStPr,arxiv_batch,242,A Neural Dirichlet Process Mixture Model for Task-Free Continual Learning,1.000,2020,International Conference on Learning Representations
SJxIm0VtwH,arxiv_batch,,,,,
SJxDDpEKvH,arxiv_batch,110,Counterfactuals uncover the modular structure of deep generative models,1.000,2018,International Conference on Learning Representations
SJx9ngStPH,arxiv_batch,157,NAS-Bench-1Shot1: Benchmarking and Dissecting One-shot Neural Architecture Search,1.000,2020,International Conference on Learning Representations
SJx1URNKwH,arxiv_batch,30,MetaPix: Few-Shot Video Retargeting,1.000,2019,International Conference on Learning Representations
SJx0q1rtvS,arxiv_batch,201,Robust Anomaly Detection and Backdoor Attack Detection Via Differential Privacy,1.000,2019,International Conference on Learning Representations
SJlh8CEYDB,arxiv_batch,86,Learn to Explain Efficiently via Neural Logic Inductive Learning,1.000,2019,International Conference on Learning Representations
SJleNCNtDH,arxiv_batch,28,Intrinsic Motivation for Encouraging Synergistic Behavior,1.000,2020,International Conference on Learning Representations
SJldu6EtDS,arxiv_batch,29,Wasserstein Adversarial Regularization for Learning With Label Noise,0.864,2019,IEEE Transactions on Pattern Analysis and Machine Intelligence
SJlbGJrtDB,arxiv_batch,,,,,
SJlVY04FwH,arxiv_batch,38,Convergence of Gradient Methods on Bilinear Zero-Sum Games,1.000,2019,International Conference on Learning Representations
SJlRUkrFPS,arxiv_batch,17,Learning transport cost from subset correspondence,1.000,2019,International Conference on Learning Representations
SJlM0JSFDr,arxiv_batch,767,A Theoretical Analysis of Deep Q-Learning,0.988,2019,Conference on Learning for Dynamics & Control
SJlJSaEFwS,arxiv_batch,16,Robust Cross-lingual Embeddings from Parallel Sentences,1.000,2019,arXiv.org
SJlHwkBYDH,arxiv_batch,791,Nesterov Accelerated Gradient and Scale Invariance for Adversarial Attacks,1.000,2019,International Conference on Learning Representations
SJlDDnVKwS,arxiv_batch,13,Improving Evolutionary Strategies with Generative Neural Networks,1.000,2019,arXiv.org
SJl5Np4tPr,arxiv_batch,477,Cross-Domain Few-Shot Classification via Learned Feature-Wise Transformation,1.000,2020,International Conference on Learning Representations
SJl3CANKvB,arxiv_batch,31,A Simple and Effective Framework for Pairwise Deep Metric Learning,1.000,2019,European Conference on Computer Vision
SJgwzCEKwH,arxiv_batch,,,,,
SJgwNerKvB,arxiv_batch,427,Continual learning with hypernetworks,1.000,2019,International Conference on Learning Representations
SJgdnAVKDH,arxiv_batch,296,Revisiting Self-Training for Neural Sequence Generation,1.000,2019,International Conference on Learning Representations
SJgaRA4FPH,arxiv_batch,210,Generative Models for Effective ML on Private; Decentralized Datasets,1.000,2019,International Conference on Learning Representations
SJgVU0EKwS,arxiv_batch,28,Precision Gating: Improving Neural Network Efficiency with Dynamic Dual-Precision Activations,1.000,2020,International Conference on Learning Representations
SJgVHkrYDH,arxiv_batch,,,,,
SJgNkpVFPr,arxiv_batch,22,VILD: Variational Imitation Learning with Diverse-quality Demonstrations,1.000,2019,International Conference on Machine Learning
SJgIPJBFvH,arxiv_batch,739,Fantastic Generalization Measures and Where to Find Them,1.000,2019,International Conference on Learning Representations
SJgBra4YDS,arxiv_batch,11,Manifold Modeling in Embedded Space: A Perspective for Interpreting "Deep Image Prior",1.000,2019,arXiv.org
SJgBQaVKwH,arxiv_batch,48,Effective Use of Variational Embedding Capacity in Expressive End-to-End Speech Synthesis,1.000,2019,arXiv.org
SJg7spEYDS,arxiv_batch,12,Generative Ratio Matching Networks,1.000,2018,International Conference on Learning Representations
SJg7KhVKPH,arxiv_batch,284,Depth-Adaptive Transformer,1.000,2019,International Conference on Learning Representations
SJg5J6NtDr,arxiv_batch,54,Watch; Try; Learn: Meta-Learning from Demonstrations and Reward,0.992,2019,International Conference on Learning Representations
SJezGp4YPr,arxiv_batch,20,Geometric Insights into the Convergence of Nonlinear TD Learning,1.000,2019,International Conference on Learning Representations
SJexHkSFPS,arxiv_batch,46,Thinking While Moving: Deep Reinforcement Learning with Concurrent Control,1.000,2020,International Conference on Learning Representations
SJetQpEYvB,arxiv_batch,32,Learning Execution through Neural Code Fusion,1.000,2019,International Conference on Learning Representations
SJem8lSFwB,arxiv_batch,232,Dynamic Model Pruning with Feedback,1.000,2020,International Conference on Learning Representations
SJeYe0NtvH,arxiv_batch,724,Neural Text Generation with Unlikelihood Training,1.000,2019,International Conference on Learning Representations
SJeX2aVFwH,arxiv_batch,10,Project and Forget: Solving Large-Scale Metric Constrained Problems,0.992,2020,Journal of machine learning research
SJeQEp4YDH,arxiv_batch,47,GAT: Generative Adversarial Training for Adversarial Example Detection and Robust Classification,1.000,2019,International Conference on Learning Representations
SJeNz04tDS,arxiv_batch,181,Overlearning Reveals Sensitive Attributes,1.000,2019,International Conference on Learning Representations
SJeLopEYDH,arxiv_batch,83,V4D: 4D Convolutional Neural Networks for Video-level Representation Learning,1.000,2020,International Conference on Learning Representations
SJeHwJSYvH,arxiv_batch,339,Learning De-biased Representations with Biased Representations,1.000,2019,International Conference on Machine Learning
S1xtORNFwH,arxiv_batch,20,FSNet: Compression of Deep Convolutional Neural Networks by Filter Summary,1.000,2019,International Conference on Learning Representations
S1xitgHtvS,arxiv_batch,56,Making Sense of Reinforcement Learning and Probabilistic Inference,1.000,2020,International Conference on Learning Representations
S1xLuRVFvr,arxiv_batch,42,Visual Explanation for Deep Metric Learning,1.000,2019,IEEE Transactions on Image Processing
S1xKd24twB,arxiv_batch,55,SQIL: Imitation Learning via Regularized Behavioral Cloning,0.609,2019,arXiv.org
S1xI_TEtwS,arxiv_batch,18,Amata: An Annealing Mechanism for Adversarial Training Acceleration,1.000,2019,AAAI Conference on Artificial Intelligence
S1xFl64tDr,arxiv_batch,33,Interpretable Complex-Valued Neural Networks for Privacy Protection,1.000,2019,International Conference on Learning Representations
S1xCPJHtDB,arxiv_batch,994,Model-Based Reinforcement Learning for Atari,0.989,2019,International Conference on Learning Representations
S1x2PCNKDB,arxiv_batch,65,Task-Relevant Adversarial Imitation Learning,1.000,2019,Conference on Robot Learning
S1x1IkHtPr,arxiv_batch,128,A Generative Model for Molecular Distance Geometry,1.000,2019,International Conference on Machine Learning
S1lyyANYwr,arxiv_batch,60,Constrained Markov Decision Processes via Backward Value Functions,1.000,2020,International Conference on Machine Learning
S1ly10EKDS,arxiv_batch,46,Reanalysis of Variance Reduced Temporal Difference Learning,1.000,2020,International Conference on Learning Representations
S1lxKlSKPH,arxiv_batch,308,Consistency Regularization for Generative Adversarial Networks,1.000,2019,International Conference on Learning Representations
S1lvn0NtwH,arxiv_batch,14,Mutual exclusivity as a challenge for neural networks,0.955,2019,arXiv.org
S1ltg1rFDS,arxiv_batch,33,Black-box Off-policy Estimation for Infinite-Horizon Reinforcement Learning,1.000,2020,International Conference on Learning Representations
S1l_ZlrFvS,arxiv_batch,20,Why do These Match? Explaining the Behavior of Image Similarity Models,1.000,2019,European Conference on Computer Vision
S1lSapVtwS,arxiv_batch,19,Stochastic Conditional Generative Networks with Basis Decomposition,1.000,2019,International Conference on Learning Representations
S1lJv0VYDr,arxiv_batch,17,Model Imitation for Model-Based Reinforcement Learning,1.000,2019,arXiv.org
S1lF8xHYwS,arxiv_batch,253,Unsupervised Domain Adaptation through Self-Supervision,1.000,2019,arXiv.org
S1lEX04tPr,arxiv_batch,87,CM3: Cooperative Multi-goal Multi-stage Multi-agent Reinforcement Learning,1.000,2018,International Conference on Learning Representations
S1lBTerYwH,arxiv_batch,8,Generalized Zero-shot ICD Coding,1.000,2019,arXiv.org
S1l6ITVKPS,arxiv_batch,73,An Explicitly Relational Neural Network Architecture,1.000,2019,International Conference on Machine Learning
S1l66nNFvB,arxiv_batch,,,,,
S1gnxaVFDB,arxiv_batch,25,EDUCE: Explaining model Decisions through Unsupervised Concepts Extraction,0.993,2019,arXiv.org
S1gmrxHFvB,arxiv_batch,1612,AugMix: A Simple Data Processing Method to Improve Robustness and Uncertainty,1.000,2019,International Conference on Learning Representations
S1gfu3EtDr,arxiv_batch,34,EgoMap: Projective mapping and structured egocentric memory for Deep RL,1.000,2020,ECML/PKDD
S1g_S0VYvr,arxiv_batch,64,Learning to Combat Compounding-Error in Model-Based Reinforcement Learning,1.000,2019,arXiv.org
S1gTAp4FDB,arxiv_batch,13,Neural-Guided Symbolic Regression with Semantic Prior,0.804,2019,arXiv.org
S1gLBgBtDH,arxiv_batch,13,SLM Lab: A Comprehensive Benchmark and Modular Software Framework for Reproducible Deep Reinforcement Learning,1.000,2019,arXiv.org
S1gFvANKDS,arxiv_batch,127,Asymptotics of Wide Networks from Feynman Diagrams,1.000,2019,International Conference on Learning Representations
S1g8K1BFwS,arxiv_batch,,,,,
S1g7tpEYDS,arxiv_batch,300,From Variational to Deterministic Autoencoders,1.000,2019,International Conference on Learning Representations
S1exA2NtDB,arxiv_batch,128,ES-MAML: Simple Hessian-Free Meta Learning,1.000,2019,International Conference on Learning Representations
S1evHerYPr,arxiv_batch,132,Improving Generalization in Meta Reinforcement Learning using Learned Objectives,1.000,2019,International Conference on Learning Representations
S1esMkHYPr,arxiv_batch,553,GraphAF: a Flow-based Autoregressive Model for Molecular Graph Generation,1.000,2020,International Conference on Learning Representations
S1erpeBFPB,arxiv_batch,37,How to 0wn NAS in Your Spare Time,0.943,2020,arXiv.org
S1eqj1SKvr,arxiv_batch,27,Towards Feature Space Adversarial Attack,1.000,2020,arXiv.org
S1ecYANtPr,arxiv_batch,2,Representation Learning Through Latent Canonicalizations,1.000,2019,IEEE Workshop/Winter Conference on Applications of Computer Vision
S1eYKlrYvr,arxiv_batch,67,Diagnosing the Environment Bias in Vision-and-Language Navigation,1.000,2020,International Joint Conference on Artificial Intelligence
S1eRbANtDB,arxiv_batch,27,Learning to Link,1.000,2019,International Conference on Learning Representations
S1e4jkSKvB,arxiv_batch,60,The intriguing role of module criticality in the generalization of deep networks,1.000,2019,International Conference on Learning Representations
S1e4Q6EtDH,arxiv_batch,76,Tensorized Embedding Layers for Efficient Model Compression,1.000,2019,arXiv.org
S1e2agrFvS,arxiv_batch,1490,Geom-GCN: Geometric Graph Convolutional Networks,1.000,2020,International Conference on Learning Representations
S1e0ZlHYDB,arxiv_batch,11,Progressive Compressed Records: Taking a Byte out of Deep Learning Data,1.000,2019,Proceedings of the VLDB Endowment
HyxoX6EKvB,arxiv_batch,3,Reflection-based Word Attribute Transfer,1.000,2020,Annual Meeting of the Association for Computational Linguistics
HyxnMyBKwB,arxiv_batch,0,The Gambler's Problem and Beyond,1.000,2019,International Conference on Learning Representations
HyxjOyrKvr,arxiv_batch,13,Neural Epitome Search for Architecture-Agnostic Network Compression,1.000,2019,International Conference on Learning Representations
HyxjNyrtPr,arxiv_batch,30,RGBD-GAN: Unsupervised 3D Representation Learning From Natural Image Datasets via RGBD Image Synthesis,1.000,2019,International Conference on Learning Representations
HyxLRTVKPH,arxiv_batch,61,Budgeted Training: Rethinking Deep Neural Network Training Under Resource Constraints,1.000,2019,International Conference on Learning Representations
HyxJhCEFDS,arxiv_batch,65,Intriguing properties of adversarial training,0.909,2019,International Conference on Learning Representations
Hyx0slrFvH,arxiv_batch,41,Differentiable Quantization of Deep Neural Networks,0.255,2019,arXiv.org
Hyx-jyBFPr,arxiv_batch,883,Self-labelling via simultaneous clustering and representation learning,1.000,2019,International Conference on Learning Representations
HylxE1HKwS,arxiv_batch,1582,Once for All: Train One Network and Specialize it for Efficient Deployment,0.986,2019,International Conference on Learning Representations
HylAoJSKvH,arxiv_batch,22,A Stochastic Derivative Free Optimization Method with Momentum,1.000,2019,International Conference on Learning Representations
Hyl9xxHYPr,arxiv_batch,65,Demystifying Inter-Class Disentanglement,1.000,2019,International Conference on Learning Representations
Hyl9ahVFwH,arxiv_batch,18,Learning Similarity Metrics for Numerical Simulations,1.000,2020,International Conference on Machine Learning
Hyl7ygStwB,arxiv_batch,,,,,
HygrdpVKvr,arxiv_batch,181,NAS evaluation is frustratingly hard,1.000,2019,International Conference on Learning Representations
HygrAR4tPS,arxiv_batch,304,On Empirical Comparisons of Optimizers for Deep Learning,1.000,2019,arXiv.org
HygnDhEtvr,arxiv_batch,167,Reinforcement Learning Based Graph-to-Sequence Model for Natural Question Generation,1.000,2019,International Conference on Learning Representations
HygaikBKvS,arxiv_batch,71,Off-Policy Actor-Critic with Shared Experience Replay,1.000,2019,International Conference on Machine Learning
HygHtpVtPH,arxiv_batch,3,Laplacian Denoising Autoencoder,1.000,2020,arXiv.org
HygDF6NFPB,arxiv_batch,527,A Fair Comparison of Graph Neural Networks for Graph Classification,1.000,2019,International Conference on Learning Representations
Hyg96gBKPS,arxiv_batch,152,Monotonic Multihead Attention,1.000,2019,International Conference on Learning Representations
Hyg-JC4FDr,arxiv_batch,250,Imitation Learning via Off-Policy Distribution Matching,1.000,2019,International Conference on Learning Representations
HyevIJStwH,arxiv_batch,65,Understanding Why Neural Networks Generalize Well Through GSNR of Parameters,1.000,2020,International Conference on Learning Representations
HyeqPJHYvH,arxiv_batch,168,Stochastic Latent Residual Video Prediction,1.000,2020,International Conference on Machine Learning
HyebplHYwB,arxiv_batch,60,The Shape of Data: Intrinsic Distance for Data Distributions,1.000,2019,International Conference on Learning Representations
HyeaSkrYPH,arxiv_batch,197,Certified Defenses for Adversarial Patches,1.000,2020,International Conference on Learning Representations
Hye_V0NKwr,arxiv_batch,56,Locality and compositionality in zero-shot learning,1.000,2019,International Conference on Learning Representations
HyeSin4FPB,arxiv_batch,230,Learning to Control PDEs with Differentiable Physics,1.000,2020,International Conference on Learning Representations
HyeJf1HKvS,arxiv_batch,231,Deep Graph Matching Consensus,1.000,2020,International Conference on Learning Representations
HyeG9yHKPr,arxiv_batch,36,Causally Correct Partial Models for Reinforcement Learning,1.000,2020,arXiv.org
Hye4KeSYDr,arxiv_batch,72,Evaluations and Methods for Explanation through Robustness Analysis,1.000,2019,International Conference on Learning Representations
Hye1kTVFDS,arxiv_batch,26,The Variational Bandwidth Bottleneck: Stochastic Evaluation on an Information Budget,1.000,2020,International Conference on Learning Representations
Hye1RJHKwB,arxiv_batch,,,,,
Hkxvl0EtDH,arxiv_batch,101,A Causal View on Robustness of Neural Networks,0.989,2020,Neural Information Processing Systems
Hkxp3JHtPr,arxiv_batch,23,Deep Variational Semi-Supervised Novelty Detection,1.000,2019,arXiv.org
HkxdQkSYDB,arxiv_batch,433,Graph Convolutional Reinforcement Learning,1.000,2018,International Conference on Learning Representations
HkxZVlHYvH,arxiv_batch,9,Ergodic Inference: Accelerate Convergence by Optimisation,1.000,2018,
HkxYzANYDB,arxiv_batch,641,CLEVRER: CoLlision Events for Video REpresentation and Reasoning,1.000,2019,International Conference on Learning Representations
HkxWXkStDB,arxiv_batch,229,Improving Robustness Without Sacrificing Accuracy with Patch Gaussian Augmentation,1.000,2019,arXiv.org
HkxU2pNYPH,arxiv_batch,102,Sticking to the Facts: Confident Decoding for Faithful Data-to-Text Generation,1.000,2019,arXiv.org
HkxTwkrKDB,arxiv_batch,74,On Universal Equivariant Set Networks,1.000,2019,International Conference on Learning Representations
HkxJpnVtPr,arxiv_batch,,,,,
HkxJHlrFvr,arxiv_batch,60,Angular Visual Hardness,1.000,2019,International Conference on Machine Learning
HkxCzeHFDB,arxiv_batch,217,Functional Regularisation for Continual Learning using Gaussian Processes,0.945,2019,International Conference on Learning Representations
HkxCcJHtPr,arxiv_batch,14,CAT: Compression-Aware Training for bandwidth reduction,1.000,2019,Journal of machine learning research
HkxARkrFwB,arxiv_batch,44,word2ket: Space-efficient Word Embeddings inspired by Quantum Entanglement,1.000,2019,International Conference on Learning Representations
Hkx7xRVYDr,arxiv_batch,5,Duration-of-Stay Storage Assignment under Uncertainty,1.000,2019,International Conference on Learning Representations
Hkx7_1rKwS,arxiv_batch,107,On Solving Minimax Optimization Locally: A Follow-the-Ridge Approach,1.000,2019,International Conference on Learning Representations
Hklz71rYvS,arxiv_batch,23,Kernelized Wasserstein Natural Gradient,1.000,2019,International Conference on Learning Representations
