paper_id,year,citation_pct_rank,answer,p_high,p_low,p_unknown,fame,fame_ud
rkxhX209FX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ryGiYoAqt7,2019,0.1948051948051948,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkxw-hAcFQ,2019,0.7136752136752137,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ryE98iR5tm,2019,0.746031746031746,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rklz9iAcKQ,2019,0.9761904761904762,high,1.000000,0.000000,0.000000,1.000000,1.000000
rkxraoRcF7,2019,0.5484126984126985,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkxt8oC9FQ,2019,0.7896825396825397,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkx1m2C5YQ,2019,0.6507936507936508,low,0.000000,0.999999,0.000001,0.999999,-0.999999
rkxn7nR5KX,2019,0.6507936507936508,unknown,0.000000,0.000001,0.999999,0.000001,-0.000001
rkxoNnC5FQ,2019,0.6150793650793651,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkxusjRctQ,2019,0.64,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkx8l3Cctm,2019,0.275974025974026,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkxtl3C5YX,2019,0.0551948051948051,low,0.000000,1.000000,0.000000,1.000000,-1.000000
rkzDIiA5YQ,2019,0.5952380952380952,low,0.000000,1.000000,0.000000,1.000000,-1.000000
rkxkHnA5tX,2019,0.0551948051948051,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkxd2oR9Y7,2019,0.3373015873015873,unknown,0.000000,0.000001,0.999999,0.000001,-0.000001
rklwwo05Ym,2019,0.430952380952381,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkxfjjA5Km,2019,0.5158730158730159,low,0.000000,1.000000,0.000000,1.000000,-1.000000
rklhb2R9Y7,2019,0.1948051948051948,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkxjnjA5KQ,2019,0.6948051948051948,unknown,0.000000,0.000001,0.999999,0.000001,-0.000001
rkl3-hA5Y7,2019,0.1951219512195122,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rklQas09tm,2019,0.3865079365079365,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkxJus0cFX,2019,nan,low,0.000000,1.000000,0.000000,1.000000,-1.000000
rkl6As0cF7,2019,0.7694805194805194,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkxciiC9tm,2019,0.1948051948051948,low,0.000000,1.000000,0.000000,1.000000,-1.000000
rklaWn0qK7,2019,0.7896825396825397,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkle3i09K7,2019,0.2692307692307692,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkgv9oRqtQ,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkxacs0qY7,2019,0.9047619047619048,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkxaNjA9Ym,2019,0.3619047619047619,low,0.000000,0.999994,0.000006,0.999994,-0.999994
rkluJ2R9KQ,2019,0.6071428571428571,high,1.000000,0.000000,0.000000,1.000000,1.000000
rklXaoAcFX,2019,0.8761904761904762,high,1.000000,0.000000,0.000000,1.000000,1.000000
rkgwuiA9F7,2019,0.5555555555555556,low,0.000000,1.000000,0.000000,1.000000,-1.000000
rkl4M3R5K7,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkgqCiRqKQ,2019,0.1363636363636363,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rklEUjR5tm,2019,0.0325396825396825,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkgBHoCqYX,2019,0.3126984126984127,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkl42iA5t7,2019,0.4103174603174603,low,0.000000,0.999995,0.000005,0.999995,-0.999995
rkgT3jRct7,2019,0.4512195121951219,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkgZ3oR9FX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkglvsC9Ym,2019,0.782051282051282,unknown,0.000000,0.000001,0.999999,0.000001,-0.000001
rkgbwsAcYm,2019,0.8611111111111112,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkgsvoA9K7,2019,0.4658119658119658,low,0.000000,0.999999,0.000001,0.999999,-0.999999
rkeT8iR9Y7,2019,0.2547619047619047,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkeUrjCcYQ,2019,nan,low,0.000000,1.000000,0.000000,1.000000,-1.000000
rkgKBhA5Y7,2019,0.9285714285714286,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkgMNnC9YQ,2019,nan,unknown,0.000000,0.000002,0.999998,0.000002,-0.000002
rkeqCoA5tX,2019,0.0726495726495726,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkgW0oA9FX,2019,0.9031746031746032,low,0.000000,0.999998,0.000002,0.999998,-0.999998
rkgpy3C5tX,2019,0.8341269841269842,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rket4i0qtX,2019,nan,low,0.000000,1.000000,0.000000,1.000000,-1.000000
rkeYUsRqKQ,2019,0.1951219512195122,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkeMHjR9Ym,2019,0.2253968253968254,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkeX-3Rqtm,2019,nan,low,0.000000,0.999891,0.000109,0.999891,-0.999891
rkgfWh0qKX,2019,nan,low,0.000000,0.999996,0.000004,0.999996,-0.999996
rkgK3oC5Fm,2019,0.5817460317460318,low,0.000000,0.999860,0.000140,0.999860,-0.999860
rkGcYi09Km,2019,0.0426829268292682,low,0.000000,1.000000,0.000000,1.000000,-1.000000
rke4HiAcY7,2019,0.5341269841269841,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJxgknCcK7,2019,0.9316239316239316,high,1.000000,0.000000,0.000000,1.000000,1.000000
rkMnHjC5YQ,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkVOXhAqY7,2019,0.3373015873015873,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkMhusC5Y7,2019,0.3409090909090909,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rk4Wf30qKQ,2019,0.776984126984127,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJzoujRct7,2019,0.1948051948051948,low,0.000000,1.000000,0.000000,1.000000,-1.000000
rkg5fh0ctQ,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rke8ZhCcFQ,2019,0.796031746031746,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJxpuoCqtQ,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJxHsjRqFQ,2019,0.7531746031746032,high,1.000000,0.000000,0.000000,1.000000,1.000000
rJlpUiAcYX,2019,0.196031746031746,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkgd0iA9FQ,2019,0.85,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rk4Qso0cKm,2019,0.8642857142857143,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJx_b3RqY7,2019,0.2222222222222222,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJxcHnRqYQ,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJxMM2C5K7,2019,0.2547619047619047,low,0.000000,0.999997,0.000003,0.999997,-0.999997
rkGG6s0qKQ,2019,0.905982905982906,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJxug2R9Km,2019,0.3733766233766233,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJlg1n05YX,2019,0.0325396825396825,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJxNAjC5F7,2019,0.2253968253968254,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkeSiiA5Fm,2019,0.74,low,0.000000,0.999904,0.000096,0.999904,-0.999904
rJxXDsCqYX,2019,0.2804878048780488,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rkMD73A5FX,2019,nan,low,0.000000,0.999999,0.000001,0.999999,-0.999999
rJlk6iRqKX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJxF73R9tX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJlnB3C5Ym,2019,0.9952380952380953,high,1.000000,0.000000,0.000000,1.000000,0.999999
rJl_NhR9K7,2019,0.2222222222222222,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJleN20qK7,2019,0.5324675324675324,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJl8FoRcY7,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJlEojAqFm,2019,0.6363636363636364,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJlcV2Actm,2019,0.0325396825396825,unknown,0.000000,0.468780,0.531220,0.468780,-0.468780
rJlMBjAcYX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJl2E3AcF7,2019,0.1603174603174603,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJliMh09F7,2019,0.9145299145299144,low,0.000000,0.999290,0.000710,0.999290,-0.999290
rJgfjjC9Ym,2019,0.5158730158730159,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJlDnoA5Y7,2019,0.776984126984127,low,0.000000,0.999998,0.000002,0.999998,-0.999998
rJgMlhRctm,2019,0.9253968253968254,high,1.000000,0.000000,0.000000,1.000000,1.000000
rJl6M2C5Y7,2019,0.0325396825396825,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJl4BsR5KX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJlWOj0qF7,2019,0.4674603174603174,low,0.000000,0.999995,0.000005,0.999995,-0.999995
rJg_NjCqtX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJgTciR9tm,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJlHIo09KQ,2019,0.2873015873015873,low,0.000000,1.000000,0.000000,1.000000,-1.000000
rJl3S2A9t7,2019,0.2987012987012987,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJg6ssC5Y7,2019,0.2873015873015873,low,0.000000,1.000000,0.000000,1.000000,-1.000000
rJgvf3RcFQ,2019,0.5324675324675324,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJeXCo0cYX,2019,0.8409090909090909,high,1.000000,0.000000,0.000000,1.000000,1.000000
rJe4ShAcF7,2019,0.9914529914529916,high,1.000000,0.000000,0.000000,1.000000,1.000000
rJgSV3AqKQ,2019,0.0325396825396825,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJfW5oA5KQ,2019,0.7238095238095238,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJgYxn09Fm,2019,0.5952380952380952,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJl-HsR9KX,2019,0.8920634920634921,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJedbn0ctQ,2019,0.4512195121951219,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJevYoA9Fm,2019,0.8674603174603175,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJedV3R5tm,2019,nan,low,0.000000,0.999997,0.000003,0.999997,-0.999997
rJed6j0cKX,2019,0.9333333333333332,high,1.000000,0.000000,0.000000,1.000000,1.000000
rJg8yhAqKm,2019,0.7402597402597403,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJ4km2R5t7,2019,1.0,high,1.000000,0.000000,0.000000,1.000000,1.000000
rJgz8sA5F7,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJe1y3CqtX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJl8viCqKQ,2019,0.7714285714285715,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJf0BjAqYX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJgP7hR5YQ,2019,nan,unknown,0.000000,0.000001,0.999999,0.000001,-0.000001
rJVorjCcKQ,2019,0.9634920634920636,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJgbSn09Ym,2019,0.9285714285714286,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJNH6sAqY7,2019,0.5341269841269841,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJeEqiC5KQ,2019,0.0325396825396825,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJeQYjRqYX,2019,nan,low,0.000000,0.999991,0.000009,0.999991,-0.999991
rJe10iC5K7,2019,0.5952380952380952,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJ4vlh0qtm,2019,0.0551948051948051,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJEjjoR9K7,2019,0.8674603174603175,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJG8asRqKX,2019,0.1603174603174603,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJVoEiCqKQ,2019,0.5571428571428572,low,0.000000,0.999990,0.000010,0.999990,-0.999990
r1xkIjA9tX,2019,nan,low,0.000000,1.000000,0.000000,1.000000,-1.000000
r1ztwiCcYQ,2019,0.0325396825396825,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJEyrjRqYX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJ4qXnCqFX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJNwDjAqYX,2019,1.0,low,0.000000,1.000000,0.000000,1.000000,-1.000000
r1xywsC9tQ,2019,0.0426829268292682,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1xrb3CqtQ,2019,0.0726495726495726,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1zOg309tX,2019,0.3373015873015873,unknown,0.000000,0.000001,0.999999,0.000001,-0.000001
r1xwqjRcY7,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1xurn0cKQ,2019,0.4523809523809524,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1znKiAcY7,2019,0.3126984126984127,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1xlvi0qYm,2019,0.4674603174603174,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1xX42R5Fm,2019,0.4984126984126984,low,0.000000,1.000000,0.000000,1.000000,-1.000000
r1xdH3CcKX,2019,0.6698412698412698,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1xQQhAqKX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1xN5oA5tm,2019,0.4756097560975609,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1zmVhCqKm,2019,0.5670731707317073,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1lyTjAqYX,2019,nan,high,1.000000,0.000000,0.000000,1.000000,1.000000
r1xwKoR9Y7,2019,0.6896825396825397,unknown,0.000000,0.000008,0.999992,0.000008,-0.000008
r1xyx3R9tQ,2019,0.4817460317460317,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1xFE3Rqt7,2019,0.5158730158730159,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1x4BnCqKX,2019,0.3034188034188034,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1lYRjC9F7,2019,0.9401709401709402,high,1.000000,0.000000,0.000000,1.000000,1.000000
r1lohoCqY7,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1xwS3RqKQ,2019,nan,unknown,0.000000,0.000001,0.999999,0.000001,-0.000001
r1ledo0ctX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1lq1hRqYQ,2019,0.8409090909090909,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1lM_sA5Fm,2019,0.0426829268292682,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1gnQ20qYX,2019,nan,low,0.000000,1.000000,0.000000,1.000000,-1.000000
r1lFIiR9tQ,2019,0.2222222222222222,unknown,0.000000,0.000001,1.000000,0.000001,-0.000001
r1lgm3C5t7,2019,0.8611111111111112,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1gR2sC9FX,2019,0.9412698412698411,high,1.000000,0.000000,0.000000,1.000000,1.000000
r1gl7hC5Km,2019,0.8722222222222222,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1luCsCqFm,2019,0.0325396825396825,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1l3NiCqY7,2019,0.1031746031746031,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1gVqsA9tQ,2019,0.1623931623931624,low,0.000000,1.000000,0.000000,1.000000,-1.000000
r1xYr3C5t7,2019,0.6801587301587302,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1glehC5tQ,2019,0.1031746031746031,low,0.000000,0.999995,0.000005,0.999995,-0.999995
r1gkAoA5FQ,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1xRW3A9YX,2019,0.3865079365079365,low,0.000000,0.999999,0.000001,0.999999,-0.999999
r1l9Nj09YQ,2019,0.1951219512195122,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1gNni0qtm,2019,0.2873015873015873,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1gEqiC9FX,2019,0.196031746031746,unknown,0.000000,0.000001,0.999999,0.000001,-0.000001
r1lpx3A9K7,2019,0.4487179487179487,low,0.000000,0.999997,0.000003,0.999997,-0.999997
r1fWmnR5tm,2019,0.3373015873015873,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1l-e3Cqtm,2019,0.5769230769230769,low,0.000000,0.999995,0.000005,0.999995,-0.999995
r1laEnA5Ym,2019,0.9071428571428573,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1fE3sAcYQ,2019,0.430952380952381,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1fO8oC9Y7,2019,0.1951219512195122,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1ez_sRcFQ,2019,0.1031746031746031,low,0.000000,1.000000,0.000000,1.000000,-1.000000
r1fiFs09YX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1g1LoAcFm,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1gKNs0qYX,2019,0.0325396825396825,low,0.000000,0.999999,0.000001,0.999999,-0.999999
r1f0YiCctm,2019,0.5650793650793651,low,0.000000,0.999999,0.000001,0.999999,-0.999999
r1lrAiA5Ym,2019,0.6896825396825397,unknown,0.000011,0.000000,0.000000,0.000011,0.000011
r1lWUoA9FQ,2019,nan,low,0.000000,0.999974,0.000026,0.999974,-0.999974
r1gOe209t7,2019,0.4103174603174603,unknown,0.000000,0.000001,0.999999,0.000001,-0.000001
r1g7y2RqYX,2019,nan,low,0.000000,1.000000,0.000000,1.000000,-1.000000
r1ge8sCqFX,2019,0.4103174603174603,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1f78iAcFm,2019,0.9675324675324676,low,0.000000,1.000000,0.000000,1.000000,-1.000000
r1exVhActQ,2019,0.0325396825396825,low,0.000000,1.000000,0.000000,1.000000,-1.000000
r1g4E3C9t7,2019,0.8547619047619047,low,0.000000,0.999664,0.000336,0.999664,-0.999664
r1espiA9YQ,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1Vx_oA5YQ,2019,0.2692307692307692,low,0.000000,1.000000,0.000000,1.000000,-1.000000
r1erRoCqtX,2019,nan,low,0.000000,1.000000,0.000000,1.000000,-1.000000
r1eO_oCqtQ,2019,0.1031746031746031,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1eEG20qKQ,2019,0.6365079365079365,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1eiqi09K7,2019,0.8722222222222222,low,0.000000,1.000000,0.000000,1.000000,-1.000000
r1NDBsAqY7,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1VPNiA5Fm,2019,0.4817460317460317,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1MxciCcKm,2019,0.4123376623376623,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1GbfhRqF7,2019,0.4817460317460317,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1Gsk3R9Fm,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1esnoAqt7,2019,0.5484126984126985,low,0.000000,0.999998,0.000002,0.999998,-0.999998
r1eVMnA9K7,2019,0.7532467532467533,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1Nb5i05tX,2019,0.2547619047619047,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1NJqsRctX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1GAsjC5Fm,2019,0.948051948051948,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1gGpjActQ,2019,0.5487804878048781,low,0.000000,0.999998,0.000002,0.999998,-0.999998
r1elIi09K7,2019,0.9095238095238096,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1V0m3C5YQ,2019,0.3846153846153846,low,0.000000,0.999994,0.000005,0.999994,-0.999994
r1efr3C9Ym,2019,0.6507936507936508,low,0.000000,0.999992,0.000008,0.999992,-0.999992
r1E0OsA9tX,2019,0.1603174603174603,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyzVb3CcFX,2019,0.74,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r14EOsCqKX,2019,0.8285714285714286,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Syzn9i05Ym,2019,0.6367521367521367,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyzjBiR9t7,2019,0.0325396825396825,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1GgDj0cKX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Syxt5oC5YQ,2019,0.3126984126984127,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyxwW2A5Km,2019,0.1031746031746031,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyxZJn05YX,2019,0.56,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Syxgbh05tQ,2019,0.1363636363636363,low,0.000000,1.000000,0.000000,1.000000,-1.000000
SyxtJh0qYm,2019,0.8461538461538461,unknown,0.000000,0.000001,0.999999,0.000001,-0.000001
SyxfEn09Y7,2019,nan,low,0.000000,1.000000,0.000000,1.000000,-1.000000
r14Aas09Y7,2019,0.3034188034188034,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyxAb30cY7,2019,0.9809523809523808,high,1.000000,0.000000,0.000000,1.000000,1.000000
SyxYEoA5FX,2019,0.0325396825396825,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyxaYsAqY7,2019,0.7626984126984127,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyzrLjA5FQ,2019,0.196031746031746,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyxknjC9KQ,2019,0.5341269841269841,low,0.000000,0.999769,0.000231,0.999769,-0.999769
r1My6sR9tX,2019,0.9158730158730158,low,0.000000,0.999820,0.000180,0.999820,-0.999820
SyxZOsA9tX,2019,nan,low,0.000000,0.999998,0.000002,0.999998,-0.999998
SyxHKjAcYX,2019,0.5341269841269841,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Syxt2jC5FX,2019,0.1031746031746031,unknown,0.000000,0.000001,0.999999,0.000001,-0.000001
SylLYsCcFm,2019,0.7325396825396825,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Syx9rnRcYm,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SylPMnR9Ym,2019,0.4230769230769231,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Syx5V2CcFm,2019,0.3373015873015873,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Syl6tjAqKX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SylCrnCcFX,2019,0.4984126984126984,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1GB5jA5tm,2019,0.3373015873015873,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyxMWh09KX,2019,0.6365079365079365,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyxXhsAcFQ,2019,0.0325396825396825,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Syx4_iCqKQ,2019,nan,low,0.000000,0.999990,0.000010,0.999990,-0.999990
SylKoo0cKm,2019,0.6801587301587302,unknown,0.000000,0.000006,0.999994,0.000006,-0.000006
SygxYoC5FX,2019,0.0325396825396825,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SygJSiA5YQ,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Syx_Ss05tm,2019,0.5650793650793651,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Syl8Sn0cK7,2019,0.6150793650793651,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyxnvsAqFm,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SygLehCqtm,2019,0.9507936507936507,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyfIfnC5Ym,2019,0.7936507936507936,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Syx0Mh05YQ,2019,0.4523809523809524,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SygHGnRqK7,2019,0.3619047619047619,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SygD-hCcF7,2019,0.3373015873015873,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SylU3jC5Y7,2019,0.3126984126984127,low,0.000000,0.999995,0.000005,0.999995,-0.999995
Syeil309tX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Syez3j0cKX,2019,0.196031746031746,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Sygx4305KQ,2019,0.196031746031746,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Syfz6sC9tQ,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SygInj05Fm,2019,nan,low,0.000000,0.999996,0.000005,0.999996,-0.999996
SyerAiCqt7,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SygONjRqKm,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyeQFiCcF7,2019,0.4984126984126984,low,0.000000,1.000000,0.000000,1.000000,-1.000000
Syx72jC9tm,2019,0.8984126984126984,unknown,0.000000,0.999998,0.000000,0.999998,-0.999998
SyehMhC9Y7,2019,0.7922077922077922,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyNvti09KQ,2019,0.4675324675324675,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Syeben09FQ,2019,0.2873015873015873,unknown,0.000000,0.000004,0.999996,0.000004,-0.000004
SyfXKoRqFQ,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyeKf30cFQ,2019,0.3126984126984127,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Sye2doC9tX,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SygvZ209F7,2019,0.7,low,0.000000,0.999999,0.000001,0.999999,-0.999999
SyNbRj09Y7,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
SyMhLo0qKQ,2019,nan,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
