paper_id,year,citations,influential,source,tier,matched_by,title_sim,author_overlap,s2_paper_id,s2_corpus_id,fetched_window
HyxnH64KwS,2020,73.0,6.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,84eb3a26622d359650bfd467055482f3a953db33,208291318.0,2026-08-14..2026-08-16
HyxjOyrKvr,2020,13.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,d24047d1a4a88de5139adc22f8e13601aba98d2b,208527260.0,2026-08-14..2026-08-16
HyxjNyrtPr,2020,30.0,5.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,305ef4e00ee0511aa03809aacbac7c039c5ffc83,203592088.0,2026-08-14..2026-08-16
HyxhqhVKPB,2020,56.0,6.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,73e728ef0905e48233270e5e151d2e00c7637801,211532554.0,2026-08-14..2026-08-16
Hyxfs1SYwH,2020,36.0,5.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,64ec7c9911a3e8ac1037da8d0ae450c237c77778,203591531.0,2026-08-14..2026-08-16
HyxehhNtvS,2020,8.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,1.0,aed53c277de3ae1504e69341b0ff978974daf313,70350028.0,2026-08-14..2026-08-16
Hyx_h64Yvr,2020,38.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,57ae9f6566f7a9ea849ac63a5d8316855d9c69c8,214258018.0,2026-08-14..2026-08-16
HyxTJxrtvr,2020,20.0,4.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,ed61c1415651089ae95320314863cef2dc6002eb,209414883.0,2026-08-14..2026-08-16
HyxQbaEYPr,2020,2.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,10e8ed40fdf9b4c91ca67ce1757778a90f6c7ebc,173188874.0,2026-08-14..2026-08-16
HyxQ3gSKvr,2020,26.0,4.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,26dba27d7cf25742cb1ceeb203dc125e901f9bf5,167217895.0,2026-08-14..2026-08-16
HyxLRTVKPH,2020,61.0,6.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,6885dc17f1607f1947721ef4c430f1eda22f1228,152282636.0,2026-08-14..2026-08-16
HyxJhCEFDS,2020,65.0,6.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.9091,2.0,57e62775245a4429bff233b6d1c7a0c17ebd6b9b,208193111.0,2026-08-14..2026-08-16
HyxFF34FPr,2020,227.0,18.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.9565,5.0,e363ee94fb5b1061a813a47faf40b833eb5de233,102351480.0,2026-08-14..2026-08-16
HyxCRCEKwB,2020,19.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,9f1c57e9807835eba3d6b7991e8b371e9df5ec77,214238189.0,2026-08-14..2026-08-16
Hyx0slrFvH,2020,41.0,3.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.2523,8.0,50cb61c75e261cf4fa659b4e0e208adff7818df8,167217561.0,2026-08-14..2026-08-16
Hyx-jyBFPr,2020,884.0,94.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,87045bfc6f8036d032ab6ad1ebeb0377db05da9a,207930156.0,2026-08-14..2026-08-16
HylznxrYDr,2020,1051.0,133.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.979,1.0,7102bb3fe73bd057ff161d9db5214a267c1ef312,201646244.0,2026-08-14..2026-08-16
HylxE1HKwS,2020,1589.0,275.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,7823292e5c4b05c47af91ab6ddf671a0da709e82,201666112.0,2026-08-14..2026-08-16
HylwpREtDr,2020,76.0,14.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.9706,5.0,e315dde93295b6f0baff0dc39dbd319a7924a0cd,204743739.0,2026-08-14..2026-08-16
HylsTT4FvB,2020,426.0,32.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,9fac2ad81a561398506ce566d897f7169583b4f8,196831582.0,2026-08-14..2026-08-16
HyljY04YDB,2020,41.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.7606,4.0,62a8cdf9bccfd55006adc35e58ee29c7f1f33e93,167217900.0,2026-08-14..2026-08-16
HylfPgHYvr,2020,9.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.9683,4.0,8cc468d19f60dd67e69d4fe0fccd604f5d2d633d,209479005.0,2026-08-14..2026-08-16
HylcapVtvB,2020,6.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,f01ba18059246336bc90a8d1c2539be3d100a6fc,203641902.0,2026-08-14..2026-08-16
HylZIT4Yvr,2020,19.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,837bebe79ec9f4770a3687501c269f41ab6a833c,203626786.0,2026-08-14..2026-08-16
HylWahVtwB,2020,0.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,1.0,3ee02c6cbf6aa2207d45268fdbe79e66851f4e1b,202538581.0,2026-08-14..2026-08-16
HylNWkHtvB,2020,24.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,614a5afd870d734642df04fa758fca2e12958856,208617767.0,2026-08-14..2026-08-16
HylLq2EKwS,2020,0.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,f8612d592c60f7b88f235ef071f58b9aec8011e9,204904225.0,2026-08-14..2026-08-16
HylAoJSKvH,2020,23.0,4.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,1bd7d16340642948142d7608ef8f085d934d94a3,173188788.0,2026-08-14..2026-08-16
Hyl9xxHYPr,2020,65.0,14.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,64ba28a03d0d14072fdf85ca8ec7b866c4c7869f,203593240.0,2026-08-14..2026-08-16
Hyl9ahVFwH,2020,18.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,58a96c8d4250f4cc3e8024452a4fdc01c8fcb889,211171652.0,2026-08-14..2026-08-16
HygwvC4tPH,2020,33.0,10.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,7.0,d10ee93bd4eefb55bed6662566e2a7ddf33aa352,210164703.0,2026-08-14..2026-08-16
HygrdpVKvr,2020,182.0,20.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,645a24296f96f325f4a6fd324cef85661a8987da,209516112.0,2026-08-14..2026-08-16
HygrAR4tPS,2020,305.0,25.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,e363ac5be887ad3ad398c873e57e8d84484b239d,204509533.0,2026-08-14..2026-08-16
HygqFlBtPS,2020,5.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.5532,6.0,4b37c310b689c509d533cb43e09f28f03b2e3199,211259234.0,2026-08-14..2026-08-16
Hygq3JrtwS,2020,9.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.2879,3.0,b1636c27b4b888f6020a9678e2405b4a87eb3cb4,220871086.0,2026-08-14..2026-08-16
HygnDhEtvr,2020,167.0,13.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,e47e6c814d2742527fdd352db13a5fd95b7ce24b,199577786.0,2026-08-14..2026-08-16
HygegyrYwH,2020,197.0,24.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,0fdf1a213ed08012d5d21067544b860f40c08e8f,202889143.0,2026-08-14..2026-08-16
HygcdeBFvr,2020,23.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,511c32995c9de79fe7a057a18241e19fe206f99f,209500967.0,2026-08-14..2026-08-16
HygbQaNYwr,2020,1.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,f4b98fdd63e87fd77129c0115ef5ecc4a8ae0ac8,204008146.0,2026-08-14..2026-08-16
HygaikBKvS,2020,71.0,13.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,b49ee513a556fbc073cb9d92536a5f6948ebbc20,202749823.0,2026-08-14..2026-08-16
Hygab1rKDS,2020,168.0,12.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,878d636f6cae2c5f9e4c141b2e9162180c3fa8c7,207869899.0,2026-08-14..2026-08-16
HygTUxHKwH,2020,7.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,d7e0f08c1a14c4c45a49f01cede20531c0c12ad8,213088807.0,2026-08-14..2026-08-16
HygQ7TNtPr,2020,42.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.75,3.0,faf3030566ac89f2066b5440602d672d1bc9daea,209444510.0,2026-08-14..2026-08-16
HygOjhEYDH,2020,221.0,66.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,55101536cfd5142b7e29a355d7c04f212f31f6d2,202889230.0,2026-08-14..2026-08-16
HygHtpVtPH,2020,3.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,7.0,2a14dd62027b399f35bd93b6f4fdc946c4f8bb67,213066258.0,2026-08-14..2026-08-16
HygFxxrFvB,2020,32.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,7a17ec0b8e806fcffb0bbfcfe3cc7ae6d11cc096,208857791.0,2026-08-14..2026-08-16
HygDF6NFPB,2020,531.0,47.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,3db5fcb595492dcd64663c00d56f004dfafa689c,209439835.0,2026-08-14..2026-08-16
Hyg9anEFPS,2020,39.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.9114,5.0,0e7aa21183f63a74c8d5f13cdf98d945e6308b2f,53783711.0,2026-08-14..2026-08-16
Hyg96gBKPS,2020,154.0,56.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,ee3c825e6bd1cd5bc3a8bb62a3dbab13ff1c5b73,203591628.0,2026-08-14..2026-08-16
Hyg5TRNtDH,2020,0.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.6298,3.0,f891d0e41857e8b214616e199acdc906349091d9,208291145.0,2026-08-14..2026-08-16
Hyg-JC4FDr,2020,251.0,46.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,f8ee037f8c82ad8a9b01eec935f024143193bd81,209202457.0,2026-08-14..2026-08-16
HyezmlBKwr,2020,108.0,15.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,333aa6facc8389db26723288c10d2a280b49bbc6,203593944.0,2026-08-14..2026-08-16
HyezBa4tPB,2020,8.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.3699,3.0,f14837622c1002bbb57490b685a60dcf015ec33c,209516115.0,2026-08-14..2026-08-16
Hyez1CVYvr,2020,1.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.8659,2.0,95b8285fa9be4cbb5966e6b81292e35a7e8ed000,182953011.0,2026-08-14..2026-08-16
HyevIJStwH,2020,67.0,10.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,173ef40f5a1adacc2d3a04fce50f42a81057c357,210838871.0,2026-08-14..2026-08-16
Hyes70EYDB,2020,74.0,3.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.6765,6.0,4e4bc79580092b32fc6d13859d0ee7b25ae82ad4,220128349.0,2026-08-14..2026-08-16
HyeqPJHYvH,2020,170.0,12.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,95e96506dd17ef781f4a31dfb36b73bd53b9e499,211252522.0,2026-08-14..2026-08-16
Hyepjh4FwB,2020,19.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.4868,2.0,48f048b46e8b346732339138d38ff874c3d85d00,62841417.0,2026-08-14..2026-08-16
HyebplHYwB,2020,60.0,6.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,7.0,13219f5ed02b37fee8052133e058117610c073aa,211133181.0,2026-08-14..2026-08-16
HyeaSkrYPH,2020,198.0,26.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,4c9ee8358d82afa960708391e2b8e83c4a737ae9,212725580.0,2026-08-14..2026-08-16
Hye_V0NKwr,2020,56.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,b15ab23efa4f260336e0c8dc66179d04c2993533,209501080.0,2026-08-14..2026-08-16
HyeYJ1SKDH,2020,8.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,740c8180f626c64718e87c8a2521b7fd7a4ae52b,203736440.0,2026-08-14..2026-08-16
HyeX7aVKvr,2020,1.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,7b4a65cd20b080e314632c772695094b77815a4f,202538678.0,2026-08-14..2026-08-16
HyeSin4FPB,2020,232.0,12.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,6a83d327627aaa1abafb9b858110dd4876bfcb34,209334533.0,2026-08-14..2026-08-16
HyeJmlrFvH,2020,38.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.9512,6.0,1955dcdd21eeaf0f275ecfbd8266766957d77468,213023083.0,2026-08-14..2026-08-16
HyeJf1HKvS,2020,231.0,53.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,339d6340960fe77bc597cad48eecf45fc237e742,210846466.0,2026-08-14..2026-08-16
HyeG9yHKPr,2020,36.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,14.0,9d55314573ec254569df35ecc4cc8d464431f2cc,211066569.0,2026-08-14..2026-08-16
HyeEIyBtvr,2020,9.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,037cd615546e701ab84fa3cc9fe63d880edeea6e,209460992.0,2026-08-14..2026-08-16
HyeCnkHtwH,2020,43.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,2a0323262c4d6d47494f3f9f4f8a726741c80af4,213217328.0,2026-08-14..2026-08-16
Hye87grYDH,2020,158.0,10.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.9388,6.0,b03cf6324ecf7a295a4aeae5970c88d1a1c3f336,208194586.0,2026-08-14..2026-08-16
Hye4KeSYDr,2020,72.0,11.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,20e0abdfed000269d3eabe1313223701030c2ed9,214107001.0,2026-08-14..2026-08-16
Hye1kTVFDS,2020,26.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,b68a38f6fb6061d641f85b0de5daf7372eb29da2,209478454.0,2026-08-14..2026-08-16
Hye1RJHKwB,2020,5.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,c2ce9df9888a167612684b60bd7f3d7407bb2a73,170078797.0,2026-08-14..2026-08-16
Hye00pVtPS,2020,10.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,9230446dc0ffa4881afad44b73c0496b956abd57,203836260.0,2026-08-14..2026-08-16
Hkxzx0NtDB,2020,665.0,108.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,97cd86d8d8c0f27cd3e64c6ca5cfdeb957ee39f4,208857409.0,2026-08-14..2026-08-16
HkxzNpNtDS,2020,73.0,3.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.4535,5.0,d0a6b70c9dc1942169f48211d47843732c57a3a9,211678134.0,2026-08-14..2026-08-16
Hkxvl0EtDH,2020,101.0,9.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.9892,2.0,1a6adb28532afd81b32bf5b9e0af23bb3a4f0dc8,202765557.0,2026-08-14..2026-08-16
Hkxp3JHtPr,2020,23.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,15d1838111f327af5d7c7c56fb887e3cc6d95fd3,207863715.0,2026-08-14..2026-08-16
HkxnclHKDr,2020,66.0,8.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,14a4bd317880f6763bd2b53de28d93a37eabd10d,211296866.0,2026-08-14..2026-08-16
HkxlcnVFwB,2020,190.0,19.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,2b0e79ed1340a79344e37b6f57191b76d810962f,209319223.0,2026-08-14..2026-08-16
Hkxi2gHYvH,2020,6.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,2d7a8524371070aa34f0f75fb7d875826a37014c,209515909.0,2026-08-14..2026-08-16
HkxdQkSYDB,2020,442.0,43.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,1796f6f928079f935748dad59f6ed6fdbba960c8,204193309.0,2026-08-14..2026-08-16
HkxcUxrFPS,2020,21.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,b92a73c1e5ff4043fad8160f4969a8067c778420,145048302.0,2026-08-14..2026-08-16
HkxZVlHYvH,2020,9.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,1.0,5481270c2b62de052cfc604c1e2fcbeb6a03df1d,203593709.0,2026-08-14..2026-08-16
HkxYzANYDB,2020,650.0,81.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,7.0,d88d69a64f236309e95c611cacd2dfdd35496758,203641884.0,2026-08-14..2026-08-16
HkxWXkStDB,2020,229.0,12.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,c703618d1f97a2d2184a09bbd73520034a19ef56,174802797.0,2026-08-14..2026-08-16
HkxU2pNYPH,2020,102.0,7.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,80c65cac35a43f7e88917cb6d517554c7b175259,204800468.0,2026-08-14..2026-08-16
HkxTwkrKDB,2020,74.0,13.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,5d8b0520b61bc77975e81d4636490dbe3f22238f,203837750.0,2026-08-14..2026-08-16
HkxJpnVtPr,2020,11.0,3.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,bc3f986f2788affa2a762463fec7cd0643a0c628,88523145.0,2026-08-14..2026-08-16
HkxJHlrFvr,2020,60.0,4.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,ee02bed42e11e88907c69e899d192019900f1a14,198907236.0,2026-08-14..2026-08-16
HkxDheHFDr,2020,6.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,86e764050bc4c64544b391d7c0ab4fc1ccf9d29d,202888929.0,2026-08-14..2026-08-16
HkxCzeHFDB,2020,218.0,10.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.9452,5.0,0a6bd4bdfe9189cd7e7138c20844714cd975d27b,59523607.0,2026-08-14..2026-08-16
HkxCcJHtPr,2020,14.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,41a3eee922c90ecb221c1665490b0eaca4c683d5,202750269.0,2026-08-14..2026-08-16
HkxARkrFwB,2020,45.0,5.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,48988bd2d17ff4fa00654e3e983acf390bb0f110,207863780.0,2026-08-14..2026-08-16
Hkx7xRVYDr,2020,5.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,2c4f864bc0c94fd833de1e72df1e0a9faf6ac4d8,162184036.0,2026-08-14..2026-08-16
Hkx7_1rKwS,2020,107.0,18.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,f48050ebf0b4f8fbb77d6a8a45e546b062320421,204734215.0,2026-08-14..2026-08-16
Hkx6p6EFDr,2020,8.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.3684,2.0,e7cab06be99cc83b797c9f1e04e21a7e07177cce,84842887.0,2026-08-14..2026-08-16
Hkx6hANtwH,2020,119.0,15.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,29fc7ff02e68537a86d32978bfd2e8e45258e77d,211027382.0,2026-08-14..2026-08-16
Hkx1qkrKPr,2020,1673.0,248.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,0a6a9e6d4e3efd7c69357769305b70097281655f,212859361.0,2026-08-14..2026-08-16
Hklz71rYvS,2020,23.0,3.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,6fe9469d615a5c03fb6ce53fb4afacd68d8fb6b5,204823880.0,2026-08-14..2026-08-16
HklvmlrKPB,2020,15.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,1fe48e1a7f19bc00dc42c8825f4ef1b2297108b8,209315070.0,2026-08-14..2026-08-16
HklvMJSYPB,2020,8.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.9176,0.0,c5f270e81017fae3dec16a7e42c6e17093c875b6,212414106.0,2026-08-14..2026-08-16
HklsthVYDH,2020,25.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.963,5.0,bbd71e4abc5447de768824de120b6312dc957c69,233236866.0,2026-08-14..2026-08-16
Hklso24Kwr,2020,80.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,63390804dd27b8dde3dd1d3cedbe4956cedb4ac0,208202124.0,2026-08-14..2026-08-16
Hkls_yBKDB,2020,9.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,aae281d29f65244f8ea54340e27a99ef52707c91,204509108.0,2026-08-14..2026-08-16
Hklo5RNtwS,2020,46.0,4.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.375,5.0,1067d14c0f3766277cb6a482c5ced515889df37e,211858556.0,2026-08-14..2026-08-16
HklliySFDS,2020,27.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,401d6330d0985b48438b9305bf83d1473663ce3c,215415774.0,2026-08-14..2026-08-16
HklkeR4KPB,2020,797.0,112.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.9282,7.0,068eb2019cbb91421b7746af38da5e4c82f5e89c,208247904.0,2026-08-14..2026-08-16
Hklcm0VYDS,2020,37.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,b9b5faf68035951e6da5ea367a1834d13221e1b5,203610406.0,2026-08-14..2026-08-16
Hkla1eHFvS,2020,290.0,40.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,cfec54f9208dcbb2c558aa7ff45f57be2533d046,186206676.0,2026-08-14..2026-08-16
Hkl_sAVtwr,2020,193.0,17.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,87816b184420c87be80d3216a142ba58d7e92eeb,49294604.0,2026-08-14..2026-08-16
Hkl_bCVKDr,2020,98.0,3.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,93a62a52dfa68da6185f1aad8bea17af9d96f585,167217682.0,2026-08-14..2026-08-16
HklXn1BKDH,2020,633.0,90.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,6c5f199f7e2cc1fd93240a21719498a3f540dcbe,215737267.0,2026-08-14..2026-08-16
HklUCCVKDB,2020,214.0,17.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,c16244f3090ec8bb1d74edf71991b87c9f0ca802,174802369.0,2026-08-14..2026-08-16
HklSeREtPB,2020,41.0,3.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,b9ef4bd9d43d32df3f5f2caac6dc5b4e2f2bada9,208195366.0,2026-08-14..2026-08-16
HklRwaEKwB,2020,53.0,3.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,1cb99a1c7e7d44ec0efbb1953e0622fb59a1a085,203838325.0,2026-08-14..2026-08-16
HklRKpEKDr,2020,219.0,32.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,1586ac4b32ff18dd0a7ba8d449f0d905ddb11f47,203610171.0,2026-08-14..2026-08-16
HklQYxBKwS,2020,45.0,6.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,2fb30bc990e08b78f2a2856e799a12eb04dd0595,204575696.0,2026-08-14..2026-08-16
HklJdaNYPH,2020,162.0,10.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,830995ef17cc291c13f42dfd9f462137de1d2179,195776151.0,2026-08-14..2026-08-16
HklE01BYDB,2020,520.0,67.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,88dd6594c9ddd4c4bb7f9b407b162e283907f4f3,203737314.0,2026-08-14..2026-08-16
HklBjCEKvH,2020,1102.0,100.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,7be8c119dbe065c52125ee7716601751f3116844,207870430.0,2026-08-14..2026-08-16
Hkl9JlBYvr,2020,333.0,66.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,7.0,361e953f792a585496834ee14216b94d0ce9ae74,204788663.0,2026-08-14..2026-08-16
Hkl6i0EFPH,2020,94.0,10.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.8342,7.0,198c4eaf73f41573fcc892b596848f548da5824f,245634703.0,2026-08-14..2026-08-16
Hkl1iRNFwS,2020,203.0,20.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,57475eef962f45f6b1c249b590b4f894202f8681,211259030.0,2026-08-14..2026-08-16
HkgxheBFDS,2020,19.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,3fafc51835f7247220ab8b29c19785133ccc7220,212649790.0,2026-08-14..2026-08-16
HkgxW0EYDS,2020,46.0,4.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,e79c82249075d9950f9a868fa87e9ad6d4c222b8,209936257.0,2026-08-14..2026-08-16
HkgtJRVFPS,2020,210.0,30.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,ed69978f1594a4e2b9dccfc950490fa1df817ae8,173990640.0,2026-08-14..2026-08-16
HkgsWxrtPB,2020,38.0,5.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,4f07310856b3ebbe17f021ce142a7bb3631ff559,209532006.0,2026-08-14..2026-08-16
HkgsPhNYPS,2020,358.0,22.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,c385e811f98260b673d52abcfdb981b60e880695,203737303.0,2026-08-14..2026-08-16
Hkgs3aNYDS,2020,29.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,e0fe30109830b5a1cb23f65fd3898d1f18357bd3,201070845.0,2026-08-14..2026-08-16
HkgrZ0EYwB,2020,147.0,26.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,5a70224ba2023484bb1860af110e22bc101ccdc8,90258365.0,2026-08-14..2026-08-16
Hkgpnn4YvH,2020,13.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.2375,2.0,e7f435ca9fecd8ab54ad151f095b7bbb1b4d4731,57721394.0,2026-08-14..2026-08-16
