paper_id,year,decision,answer,p_accept,p_reject,p_unknown,lap,ud
ByhthReRb,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByS1VpgRZ,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
BydjJte0-,2018,Accept (Poster),rejected,0.000000,1.000000,0.000000,1.000000,-1.000000
ByUEelW0-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Bya8fGWAZ,2018,Invite to Workshop Track,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BygpQlbA-,2018,Invite to Workshop Track,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BydLzGb0Z,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByaQIGg0-,2018,Invite to Workshop Track,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Byht0GbRZ,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H135uzZ0-,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ByQpn1ZA-,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
Bys4ob-Rb,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByRWCqvT-,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByJIWUnpW,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByOfBggRZ,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByL48G-AW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
By9iRkWA-,2018,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
By5SY2gA-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ByOnmlWC-,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BySRH6CpW,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
By3VrbbAb,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkrsAzWAb,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ByOExmWAb,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
By4HsfWAZ,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByKWUeWA-,2018,Accept (Poster),rejected,0.000000,1.000000,0.000000,1.000000,-1.000000
ByJbJwxCW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
By3v9k-RZ,2018,Invite to Workshop Track,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByCPHrgCW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByJ7obb0b,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByED-X-0W,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByJDAIe0b,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkrSv0lA-,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
BkoXnkWAb,2018,Invite to Workshop Track,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
By-IifZRW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkoCeqgR-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkisuzWRW,2018,Accept (Oral),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkabRiQpb,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
By0ANxbRW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkwHObbRZ,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkVf1AeAZ,2018,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
BkXmYfbAZ,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
BkfEzz-0-,2018,Invite to Workshop Track,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
BkSDMA36Z,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Bki1Ct1AW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkUp6GZRW,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkiIkBJ0b,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
BkM3ibZRW,2018,Invite to Workshop Track,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
BkpXqwUTZ,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkVsWbbAW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Bk_fs6gA-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkeqO7x0-,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkUHlMZ0b,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkJ3ibb0-,2018,Accept (Poster),accepted,0.999999,0.000001,0.000000,1.000000,0.999999
Bkl1uWb0Z,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkLhaGZRW,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkPrDFgR-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkpiPMbA-,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkS3fnl0W,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Bk346Ok0W,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkCV_W-AZ,2018,Invite to Workshop Track,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkQCGzZ0-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Bk7wvW-C-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Bk-ofQZRb,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Bk9zbyZCZ,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkUDW_lCb,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
BkN_r2lR-,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
BkDB51WR-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
BkA7gfZAb,2018,Invite to Workshop Track,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJy0fcgRZ,2018,Invite to Workshop Track,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJuWrGW0Z,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJubPWZRW,2018,Invite to Workshop Track,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
BkIkkseAZ,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Bk6qQGWRb,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJvVbCJCb,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJvWjcgAZ,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJj6qGbRW,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ByQZjx-0-,2018,Invite to Workshop Track,unknown,0.000001,0.998298,0.001701,0.998299,-0.998296
BJ_wN01C-,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
BkM27IxR-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJhxcGZCW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
BJjBnN9a-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJgVaG-Ab,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Bk8ZcAxR-,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJgPCveAW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJgd7m0xRZ,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
BJlrSmbAZ,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJ_QxP1AZ,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJaU__eCZ,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJypUGZ0Z,2018,Invite to Workshop Track,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJRxfZbAW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJcAWaeCW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJij4yg0Z,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJluxbWC-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJjquybCW,2018,Invite to Workshop Track,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJRZzFlRb,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
BJQRKzbA-,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJk7Gf-CZ,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJInMmWC-,2018,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
BJOFETxR-,2018,Accept (Oral),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJLmN8xRW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJehNfW0-,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
BJ8c3f-0b,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
BJMuY-gRW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJQPG5lR-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJB7fkWR-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJJLHbb0-,2018,Accept (Poster),rejected,0.000000,1.000000,0.000000,1.000000,-0.999999
BJIgi_eCZ,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJ6anzb0Z,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
B1uvH_gC-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1twdMCab,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJ8vJebC-,2018,Accept (Oral),rejected,0.000000,1.000000,0.000000,1.000000,-1.000000
BJ4prNx0W,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1p461b0W,2018,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
B1suU-bAW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1zlp1bRW,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJ7d0fW0b,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1spAqUp-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
BJNRFNlRW,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJ_UL-k0b,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJDEbngCZ,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1l8BtlCb,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
B1nZ1weCZ,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1tExikAW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1ydPgTpW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJDH5M-AW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1lMMx1CW,2018,Invite to Workshop Track,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
B1kIr-WRb,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJE-4xW0W,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
B1nLkl-0Z,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1n8LexRZ,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1mSWUxR-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1gJ1L2aW,2018,Accept (Oral),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
B1e5ef-C-,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,0.999999
B1jscMbAW,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1al7jg0b,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
B1mAkPxCZ,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJ78bJZCZ,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJ0hF1Z0b,2018,Accept (Poster),unknown,0.000001,0.000000,0.999999,0.000001,0.000001
B1Yy1BxCZ,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
B1nxTzbRZ,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1X4DWWRb,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1X0mzZCW,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1i7ezW0-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
B1QRgziT-,2018,Accept (Oral),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
B1ZZTfZAW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
B1ae1lZRb,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
B1bgpzZAZ,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1Lc-Gb0Z,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
B1hYRMbCW,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1NOXfWR-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1Z3W-b0W,2018,Invite to Workshop Track,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1KJJf-R-,2018,Invite to Workshop Track,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
B1hcZZ-AW,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
B1EGg7ZCb,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B18WgG-CZ,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
B1CQGfZ0b,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1DmUzWAW,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
B1J_rgWRW,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1IDRdeCW,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1tC-LT6W,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B17JTOe0-,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
B1D6ty-A-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B14TlG-RW,2018,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
B16yEqkCZ,2018,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
B16_iGWCW,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1Gi6LeRZ,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryzHXnR5Y7,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
B1CNpYg0-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1EPYJ-C-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryzfcoR5YQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
B1CEaMbR-,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ryxwJhC9YX,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ryxxCiRqYX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B13EC5u6W,2018,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B13njo1R-,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B14uJzW0b,2018,Invite to Workshop Track,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryxsS3A5Km,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryxepo0cFX,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ryxyHnR5tX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryxjH3R5KQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryxaSsActQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryza73R9tQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B12Js_yRb,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryxnHhRqFm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryzECoAcY7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryxDUs05KQ,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ryxY73AcK7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryxOIsA5FQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ryxMX2R9YQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rylqooRqK7,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ryxhynC9KX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ryxLG2RcYX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryxHii09KQ,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ryxhB3CcK7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rylV6i09tX,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rylWVnR5YQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rylV-2C9KQ,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ryxDjjCqtQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1QgVti6Z,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryljV2A5KX,2019,Reject,rejected,0.000000,1.000000,0.000000,1.000000,-1.000000
B1EA-M-0Z,2018,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryx3_iAcY7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rygunsAqYQ,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rylhToC5YQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rylIy3R9K7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryggIs0cYQ,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rylbWhC5Ym,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rylDfnCqF7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rygjN3C9F7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rygk9oA9Ym,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rygZJ2RcF7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rylKB3A9Fm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rylNH20qFQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rygVV205KQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryl5khRcKm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rylIAsCqYm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rygo9iR9F7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rygjcsR9Y7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rygp3iRcF7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryfaViR9YX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rygFmh0cKm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryf6Fs09YX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryfz73C9KQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryfcCo0ctQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryepUj0qtX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryetZ20ctX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ryeyti0qKX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryf7ioRqFX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryekdoCqF7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rygqqsA9KX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryeaZhRqFm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ryeoxnRqKQ,2019,Reject,rejected,0.000001,0.999999,0.000000,1.000000,-0.999997
ryfMLoCqtQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryeOSnAqYm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryeh4jA9F7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryeX-nC9YQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rye7XnRqFm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ryM_IoAqYX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryM07h0cYX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryGs6iA5Km,2019,Accept (Oral),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ryeAy3AqYm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rye7knCqK7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryGDEjCcK7,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rkzfuiA9F7,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ryGpEiAcFQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryEkcsActX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkzDIiA5YQ,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ryMQ5sRqYX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryemosC9tm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ryE98iR5tm,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rkzUYjCcFm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryGkSo0qYm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryG8UsR5t7,2019,Reject,rejected,0.000000,1.000000,0.000000,1.000000,-1.000000
ryeYHi0ctQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryG2Cs09Y7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryGiYoAqt7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkxw-hAcFQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkzjUoAcFX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryGvcoA5YX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkxoNnC5FQ,2019,Accept (Poster),accepted,0.999997,0.000000,0.000003,0.999997,0.999996
rkxusjRctQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkxt8oC9FQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rye4g3AqFm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkxJus0cFX,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rkxhX209FX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkxaNjA9Ym,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkx1m2C5YQ,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rklz9iAcKQ,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rkluJ2R9KQ,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rkxd2oR9Y7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryGgSsAcFQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rklwwo05Ym,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkxn7nR5KX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkxtl3C5YX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkx8l3Cctm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkxjnjA5KQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkxkHnA5tX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkxacs0qY7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkxfjjA5Km,2019,Reject,accepted,0.999999,0.000000,0.000001,0.999999,0.999999
rkle3i09K7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rklQas09tm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rklXaoAcFX,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rkxraoRcF7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkgwuiA9F7,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rkl6As0cF7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkxciiC9tm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rklhb2R9Y7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkl4M3R5K7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
