paper_id,team_size,first_author_h_index,max_h_index,mean_h_index,top_institution_flag,industry_flag,us_team_flag
BkA7gfZAb,3,10.0,75.0,40.0,1,1,1
BkCV_W-AZ,3,7.0,112.0,68.0,0,0,1
BkG5SjR5YQ,6,47.0,90.0,42.166666666666664,0,0,0
BkG8sjR5Km,6,18.0,56.0,31.333333333333332,1,1,1
BkGiPoC5FX,2,23.0,59.0,41.0,0,0,0
BkJ3ibb0-,3,10.0,117.0,44.333333333333336,1,1,1
BkLhaGZRW,4,13.0,13.0,9.75,0,0,0
BkM27IxR-,2,43.0,144.0,93.5,1,0,1
BkM3ibZRW,5,,119.0,55.75,0,0,1
BkMWx309FX,3,52.0,107.0,62.0,1,0,0
BkMiWhR5K7,3,25.0,44.0,31.333333333333332,0,0,0
BkMn9jAcYQ,3,22.0,48.0,33.333333333333336,1,0,1
BkN5UoAqF7,3,5.0,5.0,4.0,0,0,0
BkN_r2lR-,2,18.0,62.0,40.0,0,0,0
BkPrDFgR-,5,15.0,101.0,43.4,1,1,1
BkQCGzZ0-,2,31.0,82.0,56.5,1,1,1
BkQqq0gRb,4,13.0,43.0,25.75,0,0,0
BkSDMA36Z,8,3.0,53.0,14.625,1,1,1
BkUDW_lCb,3,20.0,36.0,29.0,0,0,0
BkUHlMZ0b,8,17.0,68.0,36.375,1,0,1
BkUp6GZRW,5,40.0,53.0,32.0,0,0,0
BkVf1AeAZ,4,50.0,50.0,29.0,1,1,0
BkVsWbbAW,3,9.0,120.0,47.666666666666664,0,0,0
BkXmYfbAZ,2,16.0,53.0,34.5,0,0,1
BkabRiQpb,2,18.0,26.0,22.0,1,1,1
Bke-6pVKvB,5,14.0,41.0,19.0,1,0,0
Bke02gHYwB,5,15.0,76.0,27.8,0,0,0
Bke4KsA5FX,4,31.0,31.0,25.5,1,1,0
Bke61krFvS,1,16.0,16.0,16.0,0,0,0
Bke6vTVYwH,5,13.0,113.0,46.0,1,1,1
Bke8764twr,7,45.0,137.0,71.85714285714286,1,0,1
Bke89JBtvB,3,21.0,86.0,41.333333333333336,0,0,0
Bke8UR4FPB,2,9.0,92.0,50.5,1,0,1
Bke96sC5tm,6,11.0,125.0,50.0,1,1,1
BkeDEoCctQ,2,2.0,48.0,25.0,0,0,0
BkeDGJBKvB,7,13.0,52.0,16.0,1,1,1
BkeGPJrtwB,3,1.0,1.0,1.0,0,0,0
BkeHt34Fwr,2,2.0,43.0,22.5,0,0,0
BkeJm6VtPH,3,11.0,131.0,48.666666666666664,0,0,1
BkeK-nRcFX,2,6.0,63.0,34.5,0,0,0
BkeMXR4KvS,4,0.0,23.0,11.25,1,0,1
BkeOp6EKDH,2,9.0,60.0,34.5,0,0,0
BkePHaVKwS,3,15.0,46.0,22.0,0,0,0
BkePneStwH,2,4.0,17.0,10.5,0,0,0
BkeU5j0ctQ,2,6.0,31.0,18.5,0,0,0
BkeUasA5YQ,4,3.0,65.0,31.75,1,0,1
BkeWw6VFwr,4,22.0,50.0,30.0,0,0,1
BkeYSlrYwH,3,11.0,20.0,13.666666666666666,0,0,1
Bke_DertPB,1,2.0,2.0,2.0,0,0,0
BkeaEyBYDB,4,12.0,28.0,17.25,0,0,1
BkeaxAEKvB,6,16.0,46.0,16.166666666666668,1,1,1
BkedwoC5t7,2,55.0,55.0,38.5,0,0,0
BkedznAqKQ,4,35.0,107.0,56.75,1,1,1
Bkeeca4Kvr,3,6.0,15.0,9.333333333333334,1,0,1
Bkel1krKPS,4,3.0,47.0,18.25,0,0,0
BkepbpNFwr,6,9.0,39.0,20.666666666666668,0,0,0
BkeqATVYwr,2,7.0,18.0,12.5,0,0,0
BkeqO7x0-,6,14.0,31.0,14.2,1,1,1
Bkeuz20cYm,6,24.0,67.0,31.833333333333332,0,0,0
BkevoJSYPB,1,5.0,5.0,5.0,0,0,0
BkewX2C9tX,4,18.0,43.0,27.5,0,0,0
BkexaxBKPB,3,2.0,39.0,18.666666666666668,0,0,1
Bkf1tjR9KQ,5,6.0,8.0,4.4,0,0,0
Bkf4XgrKvS,2,32.0,60.0,46.0,0,0,0
BkfPnoActQ,13,6.0,38.0,19.615384615384617,1,1,1
BkfbpsAcF7,4,17.0,66.0,40.25,1,1,1
BkfhZnC9t7,5,13.0,59.0,30.0,1,0,1
BkfxKj09Km,8,8.0,64.0,24.875,1,0,1
Bkg0u3Etwr,4,5.0,22.0,12.0,1,0,0
Bkg3g2R9FX,4,6.0,18.0,13.0,1,1,1
Bkg75aVKDH,3,7.0,60.0,37.333333333333336,0,0,0
Bkg8jjC9KQ,6,27.0,41.0,23.666666666666668,0,0,0
Bkg93jC5YX,5,8.0,65.0,20.8,1,0,1
BkgBvsC9FQ,4,21.0,35.0,22.5,0,0,0
BkgCv1HYvB,5,6.0,57.0,25.4,0,0,1
BkgF4kSFPB,5,4.0,125.0,33.4,1,0,1
BkgMbCVFvr,7,27.0,66.0,20.857142857142858,1,0,1
BkgNqkHFPr,7,28.0,90.0,41.0,1,0,1
BkgPajAcY7,2,23.0,48.0,35.5,1,1,1
BkgStySKPB,3,27.0,46.0,36.666666666666664,1,1,1
BkgTwRNtPB,5,5.0,30.0,17.6,0,0,0
BkgVx3A9Km,2,9.0,60.0,34.5,0,0,0
BkgWHnR5tm,4,11.0,81.0,36.0,1,1,1
BkgWahEFvr,4,,23.0,23.0,0,0,0
BkgXHTNtvS,3,6.0,15.0,10.0,0,0,0
BkgXT24tDS,3,30.0,30.0,19.666666666666668,0,0,0
BkgYIiAcFQ,6,6.0,44.0,20.0,0,0,0
BkgYPREtPr,4,13.0,69.0,24.0,0,0,0
BkgZxpVFvH,3,18.0,60.0,29.333333333333332,0,0,1
Bkga90VKDB,5,6.0,15.0,6.4,1,1,0
BkgeQ1BYwS,4,4.0,38.0,18.0,0,0,0
BkggGREKvS,5,11.0,38.0,18.2,0,0,0
BkghKgStPH,2,16.0,16.0,10.5,0,0,0
BkglSTNFDB,4,5.0,46.0,19.25,1,0,1
BkgnhTEtDS,6,21.0,120.0,34.166666666666664,0,0,1
Bkgq9ANKvB,2,21.0,21.0,16.5,0,0,0
BkgqExrYvS,6,7.0,30.0,12.0,0,0,1
BkgqL0EtPH,7,15.0,185.0,46.142857142857146,0,0,0
BkgrBgSYDS,8,18.0,31.0,13.857142857142858,1,0,1
BkgtDsCcKQ,4,23.0,66.0,33.5,1,0,1
Bkgwp3NtDH,5,22.0,33.0,26.25,0,0,1
BkgzMCVtPB,4,1.0,40.0,16.0,0,0,0
BkgzniCqY7,9,26.0,61.0,39.55555555555556,1,1,1
BkgzqRVFDr,4,5.0,38.0,13.25,0,0,0
Bki1Ct1AW,5,2.0,74.0,23.0,0,0,0
Bki4EfWCb,3,3.0,44.0,21.333333333333332,0,0,0
BkisuzWRW,10,30.0,144.0,54.22222222222222,1,0,1
Bkl-43C9FQ,6,9.0,61.0,31.4,0,0,0
Bkl086VYvH,4,9.0,39.0,15.75,0,0,0
Bkl1uWb0Z,2,32.0,32.0,21.5,1,0,1
Bkl2SjCcKQ,3,27.0,27.0,10.333333333333334,0,0,0
Bkl5kxrKDr,15,37.0,64.0,29.933333333333334,1,1,1
Bkl7bREtDr,6,39.0,39.0,23.833333333333332,0,0,0
Bkl8YR4YDB,7,19.0,65.0,25.142857142857142,0,0,1
BklACjAqFm,6,41.0,75.0,37.0,1,1,0
BklC2RNKDS,9,10.0,101.0,27.666666666666668,1,1,1
BklDO1HYPS,5,32.0,32.0,22.0,0,0,1
BklEF3VFPB,4,45.0,119.0,59.25,0,0,0
BklEFpEYwS,5,8.0,112.0,51.2,0,0,1
BklHF6VtPB,1,17.0,17.0,17.0,0,0,0
BklHpjCqKm,3,6.0,81.0,41.666666666666664,0,0,0
BklIxyHKDr,1,19.0,19.0,19.0,0,0,0
BklKFo09YX,5,8.0,19.0,11.0,0,0,0
BklMYjC9FQ,3,5.0,48.0,18.333333333333332,0,0,0
BklRFpVKPH,7,22.0,77.0,40.714285714285715,1,1,1
BklSv34KvB,4,20.0,30.0,17.5,0,0,0
BklUAoAcY7,1,13.0,13.0,13.0,0,0,0
Bklfsi0cKm,3,8.0,52.0,26.333333333333332,1,0,0
BklhAj09K7,4,41.0,49.0,31.0,0,0,1
BkloRs0qK7,2,8.0,18.0,13.0,0,0,0
BklpOo09tQ,3,6.0,41.0,17.666666666666668,0,0,0
Bklr3j0cKX,7,19.0,185.0,36.857142857142854,0,0,1
BkltNhC9FX,2,5.0,47.0,26.0,0,0,0
Bklzkh0qFm,4,6.0,25.0,9.5,0,0,0
BkoXnkWAb,2,3.0,5.0,4.0,0,0,0
BkpXqwUTZ,1,3.0,3.0,3.0,0,0,1
BkpiPMbA-,3,10.0,119.0,52.0,1,0,1
BkrSv0lA-,2,13.0,63.0,38.0,0,0,0
BkrsAzWAb,5,18.0,32.0,18.6,1,0,0
BkwHObbRZ,3,25.0,41.0,34.666666666666664,1,0,1
Bkx8OiRcYX,6,12.0,126.0,47.0,1,0,1
BkxAUjRqY7,6,15.0,120.0,36.0,1,0,1
BkxRRkSKwr,5,15.0,61.0,34.4,0,0,0
BkxSHsC5FQ,8,10.0,73.0,28.75,0,0,0
BkxSmlBFvr,3,8.0,31.0,16.333333333333332,0,0,0
BkxWJnC9tX,2,14.0,121.0,67.5,1,1,1
BkxX30EFPS,5,58.0,185.0,69.2,0,0,0
BkxXe0Etwr,5,3.0,62.0,21.8,1,1,1
Bkx_Dj09tQ,1,5.0,5.0,5.0,0,0,0
Bkxbrn0cYX,3,17.0,69.0,47.666666666666664,0,0,0
BkxdqA4tvB,4,28.0,56.0,31.25,0,0,0
Bkxdqj0cFQ,1,3.0,3.0,3.0,0,0,0
Bkxe2AVtPS,6,6.0,23.0,9.333333333333334,1,0,1
BkxfaTVFwH,4,11.0,35.0,20.75,1,1,1
BkxgbhCqtQ,3,15.0,86.0,41.0,1,1,0
BkxoglrtvH,4,54.0,54.0,17.0,0,0,0
Bkxonh4Ywr,2,30.0,30.0,21.0,0,0,0
BkxpMTEtPB,7,8.0,45.0,23.0,0,0,1
BkxthxHYvr,3,5.0,29.0,18.333333333333332,0,0,0
Bkxv90EKPB,5,10.0,29.0,17.6,0,0,1
By-7dz-AZ,2,5.0,60.0,32.5,0,0,0
By3VrbbAb,4,9.0,80.0,37.25,1,1,1
By3v9k-RZ,4,16.0,78.0,31.75,1,0,1
By41BjA9YQ,7,121.0,121.0,33.833333333333336,1,0,1
By5ugjyCb,6,25.0,33.0,21.0,1,1,1
By9iRkWA-,4,12.0,36.0,26.25,1,0,1
ByBAl2eAZ,9,10.0,125.0,36.77777777777778,1,1,1
ByCPHrgCW,3,10.0,54.0,30.333333333333332,0,0,0
ByGOuo0cYm,4,20.0,86.0,38.0,1,0,1
ByGUFsAqYm,3,11.0,36.0,25.333333333333332,0,0,1
ByGVui0ctm,2,12.0,63.0,37.5,0,0,1
ByG_3s09KX,5,21.0,32.0,16.6,1,1,1
ByGq7hRqKX,5,23.0,90.0,51.2,0,0,1
ByGuynAct7,5,6.0,86.0,26.4,0,0,0
ByJDAIe0b,3,6.0,67.0,30.333333333333332,0,0,0
ByJHuTgA-,3,7.0,69.0,40.666666666666664,0,0,0
ByJIWUnpW,4,8.0,120.0,46.0,1,1,1
ByJWeR1AW,2,9.0,79.0,44.0,0,0,0
ByKWUeWA-,3,32.0,69.0,38.333333333333336,1,1,1
ByL48G-AW,2,12.0,64.0,38.0,0,0,1
ByME42AqK7,3,16.0,72.0,36.666666666666664,0,0,0
ByMHvs0cFQ,7,16.0,185.0,41.57142857142857,1,0,0
ByMVTsR5KQ,3,18.0,62.0,33.0,1,0,1
ByN7Yo05YX,5,25.0,94.0,47.0,1,1,1
ByOfBggRZ,3,21.0,120.0,50.333333333333336,0,0,1
ByOnmlWC-,2,6.0,46.0,26.0,1,1,1
ByOoMSgRW,9,9.0,46.0,19.88888888888889,0,0,0
ByQZjx-0-,5,28.0,121.0,46.6,1,1,1
ByQpn1ZA-,6,24.0,64.0,31.666666666666668,0,0,1
ByRWCqvT-,3,18.0,37.0,23.0,0,0,1
ByS1VpgRZ,2,17.0,21.0,19.0,0,0,0
BySRH6CpW,3,2.0,19.0,12.333333333333334,0,0,0
ByW5yxgA-,4,21.0,89.0,42.0,1,0,1
ByZmGjkA-,4,38.0,65.0,38.5,1,1,0
BybQ7zWCb,2,2.0,29.0,15.5,0,0,0
Byd-EfWCb,5,6.0,32.0,14.8,0,0,0
BydLzGb0Z,6,16.0,185.0,53.333333333333336,1,1,1
BydjJte0-,3,26.0,124.0,69.33333333333333,1,0,0
Bye4iaEFwr,1,4.0,4.0,4.0,0,0,0
Bye5SiAqKX,1,5.0,5.0,5.0,0,0,0
Bye6weHFvB,6,19.0,125.0,49.166666666666664,1,0,1
Bye9LiR9YX,2,14.0,77.0,45.5,1,1,1
ByeDl1BYvH,3,15.0,15.0,9.333333333333334,0,0,0
ByeDojRcYQ,4,7.0,68.0,38.25,0,0,1
ByeGzlrKwH,1,34.0,34.0,34.0,0,0,0
ByeL1R4FvS,5,14.0,121.0,58.4,1,1,1
ByeLBj0qFQ,2,6.0,17.0,11.5,0,0,0
ByeMB3Act7,5,5.0,68.0,36.4,0,0,1
ByeMPlHKPH,5,18.0,59.0,38.2,0,0,1
ByeNFoRcK7,2,66.0,66.0,42.5,0,0,0
ByeNra4FDB,2,5.0,25.0,15.0,0,0,0
ByePEC4KDS,2,3.0,85.0,44.0,0,0,1
ByePUo05K7,2,15.0,42.0,28.5,0,0,1
ByeSYa4KPS,2,15.0,83.0,49.0,1,0,1
ByeSdsC9Km,2,10.0,14.0,12.0,0,0,0
ByeTHsAqtX,3,18.0,23.0,18.333333333333332,1,1,1
ByeUBANtvB,3,10.0,74.0,28.666666666666668,0,0,1
ByeVWkBYPH,4,9.0,144.0,44.0,0,0,1
ByeWogStDS,4,7.0,125.0,38.0,1,0,1
ByeZ5jC5YQ,3,11.0,69.0,37.333333333333336,1,1,1
ByeaXeBFvH,10,17.0,83.0,31.0,1,1,1
ByecAoAqK7,4,1.0,115.0,41.0,0,0,0
Byekm0VtwS,3,29.0,75.0,59.0,0,0,0
ByeqORgAW,4,7.0,99.0,33.0,0,0,0
ByeqyxBKvS,3,6.0,7.0,6.333333333333333,0,0,1
Byes0TNFDS,3,18.0,78.0,55.0,0,0,1
ByetGn0cYX,5,9.0,31.0,13.0,0,0,0
ByexElSYDr,4,10.0,24.0,19.25,1,0,1
Byey7n05FQ,5,9.0,67.0,36.6,1,1,1
Byf5-30qFX,6,28.0,55.0,30.5,0,0,1
ByfXe2C5tm,4,11.0,48.0,28.0,0,0,0
ByfbnsA9Km,4,6.0,82.0,42.75,1,0,1
ByftGnR9KX,3,31.0,60.0,39.0,0,0,1
Byg-wJSYDS,11,10.0,107.0,19.09090909090909,1,1,1
Byg0DsCqYQ,3,13.0,70.0,34.666666666666664,1,1,1
Byg1v1HKDB,9,29.0,76.0,29.0,1,1,1
Byg3y3C9Km,4,22.0,192.0,72.75,0,0,1
Byg5KyHYwr,6,13.0,84.0,41.166666666666664,1,0,1
Byg5flHFDr,3,3.0,48.0,22.0,0,0,0
Byg9A24tvB,6,25.0,66.0,32.166666666666664,1,0,0
Byg9bxrtwS,8,15.0,55.0,23.375,1,1,1
BygANhA9tQ,2,38.0,59.0,48.5,0,0,0
BygANjA5FX,4,9.0,25.0,11.5,0,0,1
BygFVAEKDH,3,19.0,65.0,43.666666666666664,1,0,1
BygIV2CcKm,2,20.0,37.0,28.5,0,0,0
BygIjTNtPr,3,14.0,73.0,39.333333333333336,0,0,1
BygKZkBtDH,3,18.0,18.0,15.666666666666666,0,0,0
BygMAiRqK7,4,16.0,117.0,46.0,0,0,1
BygNAa4YPH,5,16.0,66.0,20.8,1,1,1
BygNqoR9tm,8,13.0,86.0,25.75,1,1,1
BygPO2VKPH,4,15.0,73.0,28.75,0,0,1
BygPq6VFvS,3,10.0,50.0,21.666666666666668,0,0,1
BygREjC9YQ,1,19.0,19.0,19.0,0,0,0
BygRNn0qYX,6,8.0,104.0,43.666666666666664,0,0,1
BygSP6Vtvr,3,17.0,53.0,24.666666666666668,1,0,0
BygSXCNFDB,10,29.0,43.0,17.4,0,0,1
BygSZAVKvr,5,18.0,34.0,25.2,0,0,1
BygY4grYDr,1,13.0,13.0,13.0,0,0,0
Byg_vREtvB,3,5.0,32.0,18.0,0,0,1
BygacxrFwS,3,13.0,37.0,28.0,0,0,1
BygdyxHFDS,4,12.0,65.0,44.5,1,0,1
BygfghAcYX,5,35.0,119.0,52.0,0,0,1
BygfrANKvB,4,18.0,92.0,52.25,1,0,1
ByggpyrFPS,2,11.0,39.0,25.0,0,0,0
Bygh9j09KX,6,19.0,66.0,29.166666666666668,1,1,1
ByghKiC5YX,5,5.0,163.0,57.8,0,0,1
BygkQeHKwB,4,6.0,39.0,23.25,0,0,0
Bygka64KPH,5,16.0,102.0,44.25,0,0,0
ByglLlHFDS,3,5.0,43.0,18.0,0,0,0
BygmRoA9YQ,6,17.0,46.0,18.166666666666668,0,0,1
BygpQlbA-,6,80.0,80.0,30.0,0,0,1
BygqBiRcFQ,3,19.0,61.0,38.666666666666664,0,0,1
Bygre3R9Fm,5,2.0,185.0,55.4,1,0,0
BygrtoC9Km,5,10.0,93.0,48.2,0,0,0
BygzbyHFvB,6,29.0,59.0,35.333333333333336,0,0,1
Byj54-bAW,3,6.0,33.0,18.666666666666668,0,0,0
Byl28eBtwH,4,2.0,41.0,21.0,0,0,0
Byl5NREFDr,5,15.0,48.0,27.0,1,1,1
Byl8BnRcYm,2,7.0,36.0,21.5,0,0,0
Byl8hhNYPS,7,29.0,43.0,33.0,0,0,0
BylA_C4tPr,4,15.0,45.0,20.25,0,0,1
BylBns0qtX,2,5.0,34.0,19.5,1,0,1
BylBr3C9K7,3,18.0,33.0,25.333333333333332,0,0,0
BylE1205Fm,4,4.0,62.0,22.75,0,0,1
BylEqnVFDB,5,12.0,38.0,21.0,0,0,1
BylIciRcYQ,5,25.0,63.0,30.8,1,0,1
BylJUTEKvB,5,13.0,67.0,38.6,0,0,1
BylKL1SKvr,4,28.0,163.0,85.25,1,0,1
BylKwnEYvS,3,12.0,76.0,46.333333333333336,1,0,1
BylNoaVYPS,2,9.0,21.0,15.0,0,0,0
BylPSkHKvB,6,16.0,91.0,42.166666666666664,1,1,1
BylQSxHFwr,7,13.0,131.0,37.666666666666664,1,1,1
BylQV305YQ,5,15.0,97.0,34.6,0,0,1
BylRkAEKDH,2,36.0,38.0,37.0,0,0,0
BylT8RNKPH,2,8.0,23.0,15.5,0,0,0
BylUMxSFwS,8,3.0,54.0,20.375,1,1,1
BylVcTNtDS,2,11.0,26.0,18.5,0,0,1
BylWYC4KwH,6,16.0,47.0,35.833333333333336,1,1,1
BylXi3NKvS,4,2.0,41.0,14.0,0,0,0
Byla224KPr,3,11.0,25.0,15.333333333333334,0,0,1
BylaUTNtPS,7,25.0,185.0,73.42857142857143,1,0,1
BylalAEtvB,6,5.0,77.0,22.0,0,0,1
BylctiCctX,7,9.0,92.0,28.285714285714285,1,1,1
ByldlhAqYQ,5,8.0,66.0,20.2,0,0,0
Byldr3RqKX,3,2.0,16.0,8.0,1,0,0
ByleB2CcKm,2,12.0,43.0,27.5,0,0,0
BylfTySYvB,3,90.0,90.0,42.666666666666664,0,0,1
Bylh2krYPr,11,32.0,65.0,20.181818181818183,1,1,1
ByljMaNKwB,3,8.0,64.0,41.0,0,0,0
Bylkd0EFwr,4,7.0,85.0,34.333333333333336,1,0,1
BylldxBYwH,6,4.0,87.0,23.166666666666668,1,0,0
Bylmkh05KX,4,16.0,84.0,39.0,0,0,1
Bylnx209YX,2,16.0,51.0,33.5,0,0,0
ByloIiCqYQ,7,14.0,45.0,18.285714285714285,0,0,1
ByloJ20qtm,5,8.0,41.0,20.8,1,1,1
Bylp62EKDH,2,7.0,40.0,23.5,0,0,0
Bylthp4Yvr,4,29.0,67.0,39.75,0,0,0
Bylx-TNKvH,2,9.0,41.0,25.0,0,0,0
BylyV1BtDB,5,9.0,30.0,18.4,0,0,1
Bym0cU1CZ,4,30.0,51.0,35.25,0,0,1
ByqFhGZCW,2,20.0,20.0,20.0,0,0,1
ByquB-WC-,3,5.0,40.0,16.333333333333332,0,0,0
ByrZyglCb,5,22.0,69.0,39.4,1,1,1
Bys4ob-Rb,3,22.0,86.0,48.333333333333336,1,0,1
Byt3oJ-0W,4,15.0,36.0,27.0,1,0,1
ByuI-mW0W,3,8.0,43.0,27.666666666666668,0,0,0
ByuP8yZRb,3,16.0,47.0,23.0,0,0,0
BywyFQlAW,2,36.0,51.0,43.5,0,0,1
Byx0iAEYPH,3,2.0,7.0,3.0,0,0,1
Byx4NkrtDS,2,14.0,23.0,18.5,0,0,0
Byx5R0NKPr,5,6.0,43.0,19.0,0,0,1
Byx83s09Km,4,12.0,84.0,31.75,1,0,0
Byx91R4twB,3,17.0,59.0,38.333333333333336,1,1,1
Byx9p2EtDH,3,,,,0,0,0
ByxAOoR5K7,2,4.0,15.0,9.5,0,0,1
ByxAcjCqt7,5,47.0,90.0,43.8,1,1,1
ByxBFsRqYm,3,13.0,86.0,41.0,0,0,1
ByxGSsR9FQ,2,21.0,28.0,24.5,1,1,1
ByxGkySKwH,2,5.0,56.0,30.5,0,0,0
ByxHJeBYDB,3,12.0,31.0,16.333333333333332,1,1,1
ByxHb3R5tX,4,14.0,185.0,53.0,0,0,0
ByxJjlHKwr,4,4.0,15.0,10.75,0,0,0
ByxKo04tvr,3,7.0,33.0,23.666666666666668,0,0,1
ByxLl309Ym,3,11.0,40.0,21.333333333333332,0,0,0
ByxPYjC5KQ,3,5.0,61.0,33.666666666666664,0,0,0
ByxQB1BKwH,3,20.0,72.0,37.0,1,0,0
ByxT7TNFvH,5,22.0,34.0,24.6,0,0,0
ByxXZpVtPB,3,7.0,99.0,53.0,0,0,0
ByxY8CNtvr,6,36.0,52.0,27.5,0,0,1
ByxZX20qFQ,2,28.0,52.0,40.0,0,0,1
ByxZdj09tX,1,0.0,0.0,0.0,0,0,0
Byx_YAVYPH,3,14.0,81.0,34.666666666666664,1,0,1
ByxaUgrFvH,5,54.0,54.0,34.0,0,0,0
ByxdUySKvS,4,11.0,33.0,20.75,0,0,0
ByxduJBtPB,5,16.0,86.0,38.0,1,0,1
ByxkijC5FQ,7,27.0,27.0,27.0,0,0,0
ByxloeHFPS,5,6.0,42.0,25.4,1,0,1
ByxmXnA9FQ,4,33.0,65.0,39.25,0,0,0
Byxpfh0cFm,2,9.0,24.0,16.5,1,0,1
Byxr73R5FQ,3,4.0,37.0,15.0,0,0,0
ByxtC2VtPB,3,25.0,66.0,41.666666666666664,1,0,0
ByxtHCVKwB,4,18.0,77.0,24.75,0,0,1
Byxv2pEKPH,3,3.0,26.0,12.0,1,0,1
ByxxgCEYDS,2,34.0,47.0,40.5,0,0,1
Byxz4n09tQ,3,2.0,27.0,16.666666666666668,1,1,1
ByzcS3AcYX,3,11.0,50.0,31.0,1,1,1
ByzvHagA-,2,9.0,12.0,10.5,0,0,1
H1-nGgWC-,5,16.0,99.0,48.2,1,1,0
H113pWZRb,5,16.0,77.0,37.8,1,0,1
H11lAfbCW,2,7.0,90.0,48.5,0,0,0
H135uzZ0-,17,15.0,61.0,16.352941176470587,1,1,1
H13WofbAb,3,17.0,44.0,31.0,1,0,1
H15RufWAW,4,20.0,51.0,24.25,1,1,1
H15odZ-C-,3,7.0,115.0,50.0,0,0,0
H18WqugAb,2,25.0,59.0,42.0,1,0,1
H18uzzWAZ,5,2.0,31.0,13.8,1,1,1
H196sainb,5,29.0,55.0,40.0,0,0,1
H1BLjgZCb,3,9.0,68.0,30.0,0,0,0
H1BO9M-0Z,4,27.0,168.0,74.25,0,0,1
H1DGha1CZ,4,11.0,34.0,22.25,0,0,0
H1DJFybC-,4,20.0,115.0,50.0,1,0,1
H1DkN7ZCZ,11,5.0,46.0,14.363636363636363,1,1,1
H1Dy---0Z,7,12.0,77.0,27.571428571428573,1,1,0
H1GaLiAcY7,6,12.0,79.0,48.833333333333336,0,0,0
H1Gfx3Rqtm,4,23.0,147.0,55.25,1,1,0
H1I3M7Z0b,6,27.0,144.0,98.33333333333333,0,0,0
H1K6Tb-AZ,5,10.0,38.0,20.2,0,0,1
H1LAqMbRW,2,35.0,35.0,21.5,0,0,0
H1MBuiAqtX,10,22.0,77.0,27.6,1,1,1
H1MOqeHYvB,3,10.0,58.0,30.0,0,0,0
H1MW72AcK7,3,23.0,41.0,29.0,1,0,1
H1MczcgR-,4,26.0,35.0,29.75,1,1,1
H1MgjoR9tQ,3,8.0,25.0,14.0,0,0,0
H1MzKs05F7,5,10.0,140.0,54.8,1,0,0
H1Nyf7W0Z,1,4.0,4.0,4.0,0,0,0
H1T2hmZAb,10,6.0,185.0,37.9,1,1,1
H1UOm4gA-,3,18.0,18.0,15.333333333333334,0,0,0
H1U_af-0-,4,6.0,41.0,20.75,0,0,0
H1V4QhAqYQ,6,16.0,37.0,18.0,1,1,0
H1VGkIxRZ,3,15.0,79.0,44.333333333333336,0,0,1
H1VjBebR-,3,11.0,62.0,29.0,0,0,1
H1WgVz-AZ,2,13.0,42.0,27.5,0,0,0
H1Ww66x0-,2,11.0,63.0,37.0,0,0,0
H1Xw62kRZ,5,15.0,101.0,40.2,1,1,1
H1Yp-j1Cb,5,7.0,115.0,50.4,1,0,0
H1YynweCb,3,7.0,41.0,16.333333333333332,0,0,0
H1aIuk-RW,2,19.0,95.0,57.0,0,0,1
H1bM1fZCW,4,20.0,22.0,20.75,0,0,1
H1bhRHeA-,2,5.0,29.0,17.0,0,0,1
H1cKvl-Rb,4,11.0,125.0,46.75,1,0,1
H1cWzoxA-,5,32.0,70.0,44.2,0,0,1
H1dh6Ax0Z,4,17.0,52.0,28.75,1,1,0
H1e-X64FDB,4,4.0,30.0,12.75,1,1,1
H1e0-30qKm,3,8.0,11.0,10.0,0,0,1
H1e0Wp4KvH,6,18.0,60.0,26.5,1,1,1
H1e31AEYwB,4,19.0,19.0,13.0,1,1,1
H1e3HlSFDr,6,11.0,113.0,39.5,0,0,1
H1e552VKPr,3,10.0,29.0,14.0,0,0,0
H1e572A5tQ,7,32.0,68.0,41.42857142857143,1,0,1
H1e5GJBtDr,4,24.0,33.0,26.5,1,1,1
H1e6ij0cKQ,3,22.0,42.0,31.333333333333332,0,0,0
H1eA7AEtvS,6,24.0,50.0,28.666666666666668,1,1,1
H1eCw3EKvH,4,15.0,22.0,11.75,0,0,0
H1eD7REtPr,4,9.0,36.0,14.5,0,0,1
H1eF3kStPS,6,20.0,137.0,48.333333333333336,1,0,1
H1eH4n09KX,2,6.0,20.0,13.0,0,0,1
H1eH9hNtwr,3,7.0,22.0,16.0,0,0,1
H1eJAANtvr,9,12.0,127.0,58.77777777777778,1,0,1
H1eJxngCW,4,19.0,30.0,21.5,0,0,0
H1eKT1SFvH,6,54.0,79.0,34.666666666666664,0,0,0
H1eMBn09Km,5,5.0,37.0,15.4,1,0,1
H1eNleBYwr,4,32.0,85.0,43.75,0,0,1
H1eRBoC9FX,4,28.0,112.0,55.75,1,0,1
H1eRI04KPB,3,28.0,125.0,69.66666666666667,1,0,1
H1eRYxHYPB,3,11.0,22.0,13.0,0,0,0
H1eSS3CcKX,4,26.0,26.0,15.5,0,0,1
H1eWGREFvB,3,64.0,64.0,27.0,0,0,1
H1eY00VFDB,5,11.0,31.0,13.4,1,1,1
H1e_cC4twS,3,21.0,86.0,61.666666666666664,0,0,0
H1ebTsActm,1,34.0,34.0,34.0,0,0,0
H1ebc0VYvH,4,23.0,71.0,27.75,0,0,1
H1edEyBKDS,8,10.0,32.0,15.5,1,0,1
H1edIiA9KQ,3,10.0,43.0,23.666666666666668,0,0,1
